Col0,Col1,Col2,Col3,Col4,Col5,Col6
6.0107,-7.425,10.734,9.535,-17.721,-31.187,5.1185
2.3316+1.6622i,1.49-3.5618i,-3.3473-7.3594i,4.3582+2.3048i,8.0944-6.3694i,-9.0559+32.397i,2.7554+1.0279i
3.5398-2.2377i,-0.29909+3.8382i,-14.876-3.9764i,6.2862-3.0521i,-10.542+11.338i,26.847+8.1955i,3.7974-1.3248i
5.7257+1.2519i,-5.8106+2.2881i,-0.81383+13.024i,9.0588+2.1247i,-2.3596-10.278i,17.027-30.395i,4.8477+1.228i
1.5893+0.69589i,-1.2152-7.134i,12.649+7.5681i,3.2192+0.89217i,-1.5449+10.878i,-32.001-23.531i,2.1681+0.34545i
3.8638-1.8887i,6.2767+9.637i,8.919-22.803i,6.6236-2.4769i,-7.7476-8.4963i,-35.052+23.035i,3.8672-1.0023i
3.0828+0.26808i,-15.774-3.5138i,-22.167-18.748i,5.0368+0.015886i,7.8369+8.7019i,21.594+46.162i,2.7962-0.24953i
-0.012583+3.8815i,14.795-9.9094i,-38.717+17.617i,-0.28761+6.1903i,-18.996-10.261i,63.965-10.681i,-0.32312+3.3438i
-81.565+11.501i,19.862-60.332i,72.304+180.57i,-140.37+1.804i,88.34-126.62i,58.688-4.3217i,-82.279-9.3954i
210.95+295.27i,-357.8-5.8077i,358.93-478.54i,292.94+541.98i,-626.26-35.37i,147.84-357.33i,130.97+337.33i
285.48-534.88i,307.17+549.54i,-945.8-64.927i,595.88-841.47i,395.87+934.99i,-700.13-88.442i,410.02-447.28i
-507.67-12.334i,264.33-440.41i,394.42+715.75i,-853.97-129.29i,571.22-638.55i,104.29+574.87i,-489.08-138.57i
86.644+178.74i,-174.63-18.205i,180.25-329.14i,108.25+319.12i,-339.66-93.384i,181.7-64.007i,39.708+193.73i
10.164-12.227i,-15.493+17.296i,-90.129-18.487i,20.028-18.519i,20.387+26.369i,42.802-4.329i,13.213-9.3885i
2.769-0.41128i,14.227-8.9047i,-29.287+35.898i,4.4293-0.50551i,-14.704+7.5765i,15.63-36.811i,2.4009-0.17875i
1.2523-0.3629i,-9.2782+11.98i,16.433+32.884i,2.4829-1.0038i,5.8087-10.667i,-25.289-13.473i,1.6458-0.80879i
-2.2194+2.3884i,3.9825-16.527i,33.822-8.4019i,-4.1013+3.5483i,0.12222+2.5073i,-14.014+18.644i,-2.5677+1.7531i
-2.9587-2.1767i,2.0495+8.3736i,0.98148-19.161i,-4.7906-4.7703i,1.6698-10.036i,9.9235+22.957i,-2.6329-3.3912i
1.1244+0.089536i,-1.0754-10.735i,-25.932-7.0826i,2.2194-0.1191i,4.3588+1.3415i,12.357-2.6233i,1.466-0.22855i
-2.866+1.9029i,3.0559+4.8394i,-7.2142+18.896i,-5.2022+2.6033i,-2.4427-7.1895i,-0.17875-8.5987i,-3.2059+1.1357i
-1.8172-2.2256i,-2.0732-9.6664i,11.563+21.084i,-2.7723-4.6515i,6.5884-2.5382i,-11.823+7.0467i,-1.4186-3.2036i
0.87137+0.81958i,5.8807+4.959i,14.062-8.2636i,1.6496+1.197i,-2.5003-2.0846i,-2.1556+11.987i,1.054+0.57757i
-2.789+1.0507i,-6.4842-7.3628i,1.3811-14.147i,-4.982+1.1613i,3.9596-5.5281i,10.467+6.4209i,-3.026+0.30476i
-0.75347-1.9192i,9.0894+0.50715i,-17.116+3.0223i,-0.95206-3.9233i,0.43331-0.57686i,2.1893-1.8084i,-0.35776-2.6601i
0.47229+1.2369i,-7.0593-1.3578i,-6.5515+12.098i,0.86957+1.9382i,1.446-4.6266i,-6.1626-2.2971i,0.54267+1.0253i
-2.5053+0.3193i,6.7712-3.9554i,13.721+11.248i,-4.413-0.055758i,1.2484-1.3405i,-2.819+8.4109i,-2.6456-0.38438i
-0.013584-1.4805i,-3.8786+1.0645i,8.1368-3.9108i,0.29355-3.0148i,1.1591-3.8532i,1.9526+8.7017i,0.35621-2.0383i
0.034197+1.3986i,4.3021-4.1466i,-4.1731-12.666i,0.054173+2.2187i,1.3837-0.91741i,4.6581-0.93693i,0.029033+1.191i
-2.1159-0.24808i,-3.028+1.2249i,-9.3303+3.9833i,-3.6737-0.98676i,0.12244-3.8618i,-0.37467-0.80769i,-2.1719-0.90365i
0.44791-0.99637i,4.0485-4.9789i,-4.7174+13.305i,1.0521-2.0655i,2.6152-1.1765i,-5.9281+3.7952i,0.78007-1.4145i
-0.37666+1.3692i,-2.2105+3.2969i,10.132+3.9686i,-0.69142+2.1581i,-0.95959-2.3195i,0.22332+5.4652i,-0.43037+1.1497i
-1.6691-0.65129i,1.7372-6.7545i,8.441-4.1083i,-2.8458-1.6328i,2.5605-2.7632i,4.3508+4.3229i,-1.6525-1.2546i
0.68537-0.51929i,1.0111+4.0311i,-7.4342-6.9636i,1.4203-1.1569i,-0.084853-0.78427i,-0.27211-0.94148i,0.97245-0.83102i
-0.71945+1.2014i,-1.3685-5.6578i,-7.9171+1.95i,-1.3021+1.8527i,1.1312-3.1049i,-2.3905-0.23635i,-0.80038+0.96106i
-1.2022-0.89869i,2.8825+2.1343i,0.59562+12.433i,-1.9935-2.0084i,0.93257-0.95631i,-1.8024+5.875i,-1.1247-1.4456i
0.7456-0.086769i,-2.0216-3.6941i,6.3595+3.1178i,1.481-0.34768i,0.62046-2.3972i,0.66397+3.9915i,0.98301-0.31904i
-0.97004+0.9411i,2.9222+1.1097i,6.0292-7.2852i,-1.7397+1.3855i,0.89257-1.1689i,2.966-0.034716i,-1.0605+0.67607i
-0.74846-1.004i,-2.4103-3.1333i,-5.5748-2.9871i,-1.1739-2.1375i,0.54742-2.3344i,-1.3378+0.76644i,-0.62175-1.4908i
0.6707+0.274i,3.8728+0.5623i,-8.8563+3.6169i,1.3085+0.31899i,1.2168-0.918i,-3.4866+2.0146i,0.85659+0.098321i
-1.1171+0.62946i,-3.57-1.7009i,3.0733+8.0852i,-1.9872+0.83066i,-0.13287-2.0698i,0.9254+3.9534i,-1.2024+0.34008i
-0.33655-0.98614i,4.4018-1.4905i,6.901+3.4599i,-0.43661-2.0534i,1.7158-1.4743i,1.6053+2.9551i,-0.17306-1.4105i
0.50024+0.54512i,-3.0905+0.59327i,1.4061-7.2208i,0.97303+0.81507i,-0.223-1.0564i,-0.39428-0.99334i,0.63547+0.40623i
-1.1599+0.30342i,3.0465-3.072i,-4.1576-3.3231i,-2.0458+0.25425i,1.1897-2.1677i,-1.2162+1.0485i,-1.228-0.0066607i
0.010491-0.86851i,-1.5744+1.385i,-6.5902+6.601i,0.17868-1.7978i,0.52337-0.6736i,-1.8271+4.0958i,0.19806-1.2299i
0.27159+0.71767i,1.8946-3.1707i,1.8292+5.7182i,0.54089+1.1276i,0.50769-1.92i,0.79855+2.0128i,0.35972+0.59849i
-1.1067-0.0051683i,-0.93348+1.5619i,7.9645+0.66864i,-1.9321-0.28689i,0.79639-0.97365i,1.8146+0.79827i,-1.1484-0.32969i
0.2764-0.67791i,1.3279-3.6016i,-0.28549-4.5263i,0.64418-1.4186i,0.47903-1.6028i,-1.874+0.69073i,0.47549-0.9779i
0.019306+0.79126i,-0.004067+2.2893i,-5.9019-3.359i,0.073349+1.2583i,0.75233-0.91881i,-1.7867+1.3384i,0.066307+0.67748i
-0.97281-0.27053i,-0.15799-3.9798i,-3.0142+6.3364i,-1.6749-0.74708i,0.28711-1.6275i,0.65592+3.4865i,-0.98211-0.60145i
0.45239-0.44276i,1.688+2.0642i,1.7536+6.3932i,0.94549-0.96651i,1.0945-0.93254i,0.35341+1.6366i,0.65118-0.68535i
-0.22615+0.77324i,-1.5709-2.9865i,5.8903-2.2849i,-0.37564+1.2224i,-0.063604-1.2017i,0.032121-0.65858i,-0.2123+0.65352i
-0.77861-0.47389i,2.4507+0.83199i,0.53608-3.8839i,-1.3118-1.0933i,1.1344-1.4469i,-1.2039+1.7121i,-0.75255-0.80221i
0.53729-0.19121i,-1.7931-1.8462i,-7.03-0.60287i,1.0817-0.4916i,0.21924-0.64405i,-1.6115+2.5677i,0.72531-0.38258i
-0.43959+0.67744i,2.4775+0.12105i,-2.2115+4.4758i,-0.76172+1.0461i,0.61445-1.6139i,1.1201+1.4567i,-0.44949+0.54356i
-0.54755-0.60399i,-1.9945-1.2638i,4.0365+5.9122i,-0.88569-1.3062i,0.6578-0.70208i,0.65162+1.136i,-0.48623-0.92061i
0.53709+0.050788i,2.8542-0.56272i,3.3061-2.1722i,1.0648-0.039998i,0.37901-1.3055i,-1.7444+0.18919i,0.70577-0.097473i
-0.60219+0.52255i,-2.2876-0.15422i,-0.3019-5.1661i,-1.052+0.7643i,0.65467-0.85874i,-0.7658+1.438i,-0.62572+0.36954i
-0.30388-0.65719i,2.6942-1.8588i,-5.3186+1.6397i,-0.44042-1.3801i,0.40259-1.2268i,-0.0053494+2.9377i,-0.21017-0.95367i
0.46391+0.26113i,-1.5829+1.0735i,-2.8435+4.7701i,0.91755+0.34925i,0.72625-0.76678i,0.11553+0.63259i,0.60705+0.14651i
-0.70212+0.33026i,1.63-2.5902i,5.024+3.1513i,-1.2263+0.41682i,0.1708-1.1537i,0.21482+0.023046i,-0.72916+0.15625i
-0.070622-0.63697i,-0.5434+1.362i,3.2412-1.31i,-0.017464-1.3222i,0.94074-0.9594i,-1.5461+1.6733i,0.050238-0.90628i
0.33462+0.42296i,0.83821-2.5666i,-2.7915-4.6951i,0.67108+0.64662i,0.10979-0.73572i,-0.9967+1.546i,0.44865+0.33177i
-0.73472+0.12319i,0.018906+1.4145i,-3.7484+1.2684i,-1.2771+0.044947i,0.73563-1.2822i,1.0594+1.5487i,-0.75591-0.070725i
0.13228-0.553i,0.24557-2.716i,-1.5153+6.144i,0.34745-1.1506i,0.45798-0.53509i,-0.25425+0.88237i,0.27327-0.79002i
0.1691+0.52551i,0.83681+1.6014i,3.6535+1.4281i,0.36177+0.83364i,0.3902-1.1807i,-1.1676-0.062307i,0.25316+0.4475i
-0.70217-0.076973i,-0.80055-2.5846i,3.7154-2.5239i,-1.2095-0.31203i,0.62795-0.70086i,-0.48855+1.782i,-0.70952-0.28722i
0.28936-0.41979i,1.8554+1.0768i,-3.5863-2.4475i,0.6269-0.89228i,0.36947-0.98125i,-0.49233+2.0995i,0.44235-0.62167i
-0.011654+0.56449i,-1.5222-1.6747i,-4.341+0.93388i,0.027844+0.90351i,0.58282-0.71966i,0.36982+0.22186i,0.044153+0.49008i
-0.6126-0.25126i,2.1493+0.12783i,0.84366+5.5051i,-1.0389-0.61994i,0.32632-0.98108i,-0.072351+0.62948i,-0.60005-0.47233i
0.39065-0.255i,-1.5219-0.8549i,2.9625+1.8189i,0.80346-0.57947i,0.71788-0.70612i,-1.664+1.1676i,0.54714-0.42135i
-0.18735+0.54188i,2.0787-0.44013i,2.1372-4.0746i,-0.294+0.86075i,0.16065-0.80106i,-0.3105+1.1874i,-0.1558+0.46278i
-0.47889-0.38483i,-1.545-0.31736i,-2.5871-1.5371i,-0.7895-0.85228i,0.75759-0.94973i,0.56808+1.6423i,-0.44261-0.60995i
0.43208-0.077663i,2.1327-1.0701i,-4.7339+2.5351i,0.87048-0.24684i,0.29079-0.50692i,-0.62071+0.33217i,0.58393-0.21045i
-0.34011+0.46523i,-1.4437+0.52617i,1.3429+3.6677i,-0.57159+0.71985i,0.4862-1.0581i,-0.60132+0.14459i,-0.32704+0.37498i
-0.31707-0.46793i,1.6973-1.9176i,4.0283+1.5712i,-0.49072-0.99186i,0.54973-0.52735i,-0.72098+1.8854i,-0.25569-0.68977i
0.41544+0.093618i,-0.69363+1.2061i,0.094679-3.5394i,0.83188+0.07189i,0.33249-0.87809i,-0.51369+1.2435i,0.55552-0.0097079i
-0.45583+0.34658i,0.80905-2.2185i,-2.6679-2.1559i,-0.77974+0.50331i,0.5612-0.64875i,0.57364+0.35487i,-0.45428+0.24088i
-0.14467-0.49639i,0.098813+1.2286i,-3.1455+3.9056i,-0.17464-1.0317i,0.36485-0.79977i,-0.60697+0.81603i,-0.059173-0.70779i
0.34776+0.24231i,0.20455-2.0824i,0.65825+3.3527i,0.70106+0.34696i,0.56666-0.61159i,-1.3621+0.64204i,0.47051+0.16266i
