Col0,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8
6.3508e-08,9.7543e-08,4.2764e-07,1.0343e-06,1.912e-06,3.7911e-06,5.6046e-06,9.7438e-06,1.272e-05
7.7749e-09,6.9651e-09,1.5027e-10,4.7128e-07,4.2509e-07,2.3152e-06,2.4172e-06,6.6747e-06,6.9826e-06
1.1747e-08,2.1465e-08,7.5641e-08,8.2459e-09,3.8144e-08,3.2603e-07,2.0593e-07,2.2661e-06,1.8296e-06
1.0518e-08,1.2088e-09,2.0344e-08,1.8527e-07,3.4763e-07,1.1103e-07,2.6047e-07,8.2021e-08,5.6935e-10
8.9276e-09,1.3198e-13,1.9553e-09,1.077e-07,2.8859e-07,6.1795e-07,1.0601e-06,5.5661e-07,1.1771e-06
7.2124e-09,2.7913e-12,9.2894e-12,3.0925e-08,1.2903e-07,6.3686e-07,1.2436e-06,1.7978e-06,3.116e-06
5.4799e-09,8.5045e-13,8.821e-11,5.4581e-09,5.1015e-08,4.0774e-07,9.9122e-07,2.2825e-06,4.1034e-06
3.839e-09,1.0446e-12,7.0088e-11,7.1499e-10,1.5276e-08,2.1951e-07,6.5492e-07,2.0889e-06,4.1038e-06
2.3927e-09,1.2695e-12,8.114e-11,7.5139e-10,5.5225e-09,1.1752e-07,4.3592e-07,1.6291e-06,3.5908e-06
1.232e-09,1.4729e-12,1.1065e-10,1.022e-09,4.9635e-09,5.8242e-08,2.8844e-07,1.2198e-06,2.9332e-06
4.2977e-10,1.642e-12,1.4228e-10,8.9365e-10,6.6966e-09,3.5476e-08,1.8923e-07,9.2873e-07,2.404e-06
3.642e-11,1.7661e-12,1.7294e-10,8.7483e-10,6.8112e-09,3.1326e-08,1.4108e-07,6.9602e-07,1.9629e-06
7.6671e-11,1.8375e-12,2.0066e-10,9.0646e-10,6.5111e-09,3.4415e-08,1.2466e-07,5.2431e-07,1.5647e-06
5.4799e-10,1.8517e-12,2.2371e-10,9.0422e-10,6.3455e-09,3.5421e-08,1.2302e-07,4.2158e-07,1.2454e-06
1.4208e-09,1.8078e-12,2.4064e-10,8.7542e-10,6.2291e-09,3.2625e-08,1.2125e-07,3.6624e-07,1.0149e-06
