Col0,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8
4.3762e-08,6.7215e-08,2.9467e-07,7.1274e-07,1.3175e-06,2.6124e-06,3.862e-06,6.7142e-06,8.765e-06
5.3575e-09,4.7995e-09,1.0355e-10,3.2475e-07,2.9292e-07,1.5954e-06,1.6657e-06,4.5994e-06,4.8115e-06
8.0946e-09,1.4791e-08,5.2123e-08,5.6821e-09,2.6284e-08,2.2466e-07,1.419e-07,1.5615e-06,1.2607e-06
7.2475e-09,8.3294e-10,1.4019e-08,1.2767e-07,2.3955e-07,7.6511e-08,1.7948e-07,5.6519e-08,3.9232e-10
6.1518e-09,9.0946e-14,1.3473e-09,7.4213e-08,1.9886e-07,4.2581e-07,7.3047e-07,3.8355e-07,8.1111e-07
4.9699e-09,1.9234e-12,6.4011e-12,2.131e-08,8.8911e-08,4.3885e-07,8.5693e-07,1.2388e-06,2.1472e-06
3.7761e-09,5.8603e-13,6.0784e-11,3.7611e-09,3.5153e-08,2.8096e-07,6.8303e-07,1.5728e-06,2.8275e-06
2.6453e-09,7.1981e-13,4.8296e-11,4.9268e-10,1.0526e-08,1.5126e-07,4.5129e-07,1.4394e-06,2.8279e-06
1.6488e-09,8.748e-13,5.5912e-11,5.1776e-10,3.8054e-09,8.0978e-08,3.0039e-07,1.1226e-06,2.4743e-06
8.4894e-10,1.015e-12,7.6249e-11,7.0422e-10,3.4202e-09,4.0133e-08,1.9876e-07,8.4055e-07,2.0212e-06
2.9614e-10,1.1315e-12,9.8043e-11,6.1579e-10,4.6145e-09,2.4446e-08,1.304e-07,6.3996e-07,1.6566e-06
2.5096e-11,1.217e-12,1.1917e-10,6.0283e-10,4.6934e-09,2.1586e-08,9.7216e-08,4.7961e-07,1.3526e-06
5.2833e-11,1.2662e-12,1.3827e-10,6.2462e-10,4.4866e-09,2.3714e-08,8.59e-08,3.6129e-07,1.0782e-06
3.7761e-10,1.276e-12,1.5415e-10,6.2308e-10,4.3725e-09,2.4407e-08,8.4773e-08,2.905e-07,8.5816e-07
9.7902e-10,1.2457e-12,1.6582e-10,6.0323e-10,4.2923e-09,2.2481e-08,8.3554e-08,2.5237e-07,6.9938e-07
1.8193e-09,1.1773e-12,1.7254e-10,5.6517e-10,4.0547e-09,2.0078e-08,7.5475e-08,2.3085e-07,5.864e-07
2.8456e-09,1.075e-12,1.7388e-10,5.1126e-10,3.709e-09,1.7664e-08,6.4116e-08,2.1189e-07,4.988e-07
3.9935e-09,9.4534e-13,1.6976e-10,4.4488e-10,3.2677e-09,1.5227e-08,5.2281e-08,1.8375e-07,4.2011e-07
5.1908e-09,7.9639e-13,1.6045e-10,3.702e-10,2.7588e-09,1.249e-08,4.0864e-08,1.475e-07,3.3682e-07
6.3623e-09,6.3753e-13,1.4653e-10,2.9192e-10,2.2143e-09,9.6827e-09,3.0232e-08,1.1048e-07,2.4622e-07
7.4344e-09,4.7874e-13,1.2886e-10,2.1495e-10,1.6684e-09,6.9759e-09,2.0389e-08,7.6408e-08,1.6043e-07
8.3397e-09,3.2999e-13,1.0857e-10,1.4413e-10,1.1555e-09,4.5329e-09,1.1971e-08,4.7421e-08,8.9168e-08
9.0214e-09,2.0065e-13,8.6921e-11,8.3915e-11,7.0767e-10,2.5071e-09,5.5315e-09,2.4678e-08,3.7183e-08
9.4366e-09,9.8819e-14,6.5281e-11,3.8082e-11,3.5315e-10,1.0256e-09,1.4564e-09,8.8486e-09,7.3377e-09
9.5592e-09,3.0911e-14,4.5008e-11,9.5127e-12,1.142e-10,1.8153e-10,1.8273e-12,8.638e-10,4.6009e-10
9.3816e-09,1.1906e-15,2.7375e-11,2.6174e-15,5.8158e-12,2.7987e-11,1.2589e-09,1.2738e-09,1.6364e-08
8.9148e-09,1.1524e-14,1.349e-11,1.0149e-11,3.4823e-11,5.7459e-10,5.1486e-09,1.0035e-08,5.4115e-08
8.1882e-09,6.1262e-14,4.2263e-12,3.9315e-11,1.9939e-10,1.787e-09,1.1427e-08,2.6594e-08,1.1132e-07
7.2475e-09,1.4728e-13,1.6503e-13,8.5667e-11,4.8919e-10,3.589e-09,1.9698e-08,4.9912e-08,1.8432e-07
6.1518e-09,2.6417e-13,1.5618e-12,1.4629e-10,8.8599e-10,5.8674e-09,2.9444e-08,7.8522e-08,2.6856e-07
4.9699e-09,4.0459e-13,8.3287e-12,2.1738e-10,1.3649e-09,8.479e-09,4.0052e-08,1.1063e-07,3.5876e-07
3.7761e-09,5.5972e-13,2.0041e-11,2.9447e-10,1.8958e-09,1.126e-08,5.0855e-08,1.4421e-07,4.4924e-07
2.6453e-09,7.1981e-13,3.5962e-11,3.7271e-10,2.4453e-09,1.4035e-08,6.1174e-08,1.7716e-07,5.3432e-07
1.6488e-09,8.748e-13,5.5092e-11,4.4719e-10,2.9789e-09,1.663e-08,7.0361e-08,2.0741e-07,6.0866e-07
8.4894e-10,1.015e-12,7.6228e-11,5.1323e-10,3.4631e-09,1.8882e-08,7.7839e-08,2.3306e-07,6.6757e-07
