Col0,Col1,Col2,Col3,Col4,Col5,Col6
4.9904,-0.26357,-2.9799e-14,2.0322,-2.1778,0.30166,1.8545
-4.811-1.1691i,1.8669-1.563i,-1.0149+0.51087i,0.92887+0.49122i,0.019492-1.0373i,-0.94976+0.62039i,0.99832+0.37245i
3.5536+3.7354i,1.2965+0.44979i,-1.0322-0.76556i,1.3398-0.6505i,-0.40354+1.4627i,-0.90733-0.91698i,1.3759-0.47999i
0.15274-7.2008i,-0.72646-1.6884i,0.037038-0.21346i,1.9307+0.45283i,-2.1061-0.27181i,0.32629-0.16153i,1.7564+0.44492i
-6.5696+8.6518i,1.3298-2.3703i,-1.074+0.32579i,0.68611+0.19015i,0.33872-0.52957i,-1.0491+0.37736i,0.78556+0.12516i
13.505-4.1417i,-0.18321-0.71815i,-0.76064-0.79892i,1.4117-0.5279i,-0.75219+1.3647i,-0.60559-0.93453i,1.4012-0.36315i
-16.603-8.7042i,-0.91902-2.9429i,-0.22538+0.62988i,1.0735+0.0033857i,-0.92504-0.63351i,-0.082173+0.67552i,1.0131-0.090411i
11.446+28.41i,-0.98996-3.5752i,0.41182-0.050794i,-0.061298+1.3193i,-0.34613-1.3631i,0.43223+0.14141i,-0.11707+1.2115i
3.6268-49.231i,10.676-29.732i,16.902+25.296i,-29.918+0.38449i,15.159-25.708i,13.672+27.166i,-29.811-3.4041i
-25.705+63.182i,-132.79+3.7796i,64.145-113.23i,62.434+115.51i,-131.05-10.557i,78.009-104.2i,47.454+122.22i
47.799-63.718i,106.76+189.16i,-220.04-10.81i,127-179.34i,83.942+203i,-216.95-38.206i,148.56-162.06i
-61.667+49.199i,99.409-154.76i,74.833+168.82i,-182.01-27.555i,120.21-139.29i,53.178+176.83i,-177.2-50.206i
61.644-24.211i,-73.873-10.318i,44.918-54.732i,23.072+68.014i,-69.643-18.155i,51.561-48.558i,14.387+70.192i
-47.453-2.1578i,-0.65288+4.913i,-6.0092-1.3494i,4.2686-3.947i,1.4348+5.5792i,-5.8062-2.032i,4.7874-3.4016i
24.501+20.395i,-3.7573+0.36485i,-0.056623-0.22605i,0.94402-0.10774i,-0.95503+0.34151i,0.079451-0.25824i,0.86989-0.064764i
-1.4323-24.949i,-2.5266+0.0090857i,-0.76374+0.65881i,0.52918-0.21395i,0.19664-0.42953i,-0.73991+0.67425i,0.59629-0.29304i
-13.796+16.666i,-2.7396-0.19807i,0.89344+0.37008i,-0.87411+0.75624i,0.043303-1.1805i,0.82771+0.50885i,-0.93032+0.63519i
17.358-1.9899i,-1.5463+0.19884i,0.14952+2.027i,-1.021-1.0167i,0.94465-0.93741i,0.0086698+2.0213i,-0.95395-1.2287i
-10.848-10.596i,-1.8394+1.277i,-0.67035+0.40179i,0.47302-0.025384i,0.16344-0.37459i,-0.64817+0.42682i,0.53118-0.082807i
-0.08299+14.949i,-1.6815+0.68573i,1.0089+0.63889i,-1.1087+0.55484i,0.17926-1.2335i,0.91663+0.76703i,-1.1616+0.4115i
8.8632-10.112i,-0.52882+1.2186i,-0.16988+1.7248i,-0.59085-0.99137i,0.80307-0.66242i,-0.26976+1.7013i,-0.51398-1.1607i
-11.23+0.19084i,-0.79621+1.7059i,-0.41128+0.15865i,0.35157+0.25512i,0.034511-0.43205i,-0.38856+0.20788i,0.38189+0.20927i
6.9557+8.4652i,-0.33987+1.0135i,0.85809+0.77773i,-1.0618+0.24751i,0.27981-1.043i,0.76196+0.8702i,-1.0964+0.11042i
