Col0,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8
1.1868e-07,1.8259e-07,8.0153e-07,1.9434e-06,3.5986e-06,7.1518e-06,1.0575e-05,1.8411e-05,2.396e-05
1.447e-08,1.3072e-08,3.0196e-10,8.8606e-07,8.0147e-07,4.3636e-06,4.5497e-06,1.2568e-05,1.3059e-05
2.1763e-08,4.0104e-08,1.4149e-07,1.5145e-08,7.1134e-08,6.142e-07,3.8182e-07,4.2328e-06,3.3453e-06
1.933e-08,2.2657e-09,3.829e-08,3.4703e-07,6.5487e-07,2.1061e-07,5.0515e-07,1.4081e-07,1.063e-10
1.6222e-08,1.553e-13,3.7757e-09,2.0301e-07,5.4815e-07,1.1754e-06,2.0459e-06,1.1069e-06,2.3972e-06
1.2897e-08,5.8094e-12,2.9021e-11,5.9117e-08,2.4902e-07,1.2221e-06,2.4196e-06,3.5329e-06,6.2402e-06
9.5777e-09,1.9798e-12,2.0301e-10,1.0868e-08,1.0119e-07,7.9429e-07,1.9551e-06,4.5113e-06,8.2382e-06
6.4849e-09,2.4328e-12,1.692e-10,1.613e-09,3.2116e-08,4.3747e-07,1.3175e-06,4.1759e-06,8.3071e-06
3.8248e-09,2.9411e-12,1.9581e-10,1.7083e-09,1.2635e-08,2.4128e-07,8.9614e-07,3.3076e-06,7.3474e-06
1.7747e-09,3.3911e-12,2.6036e-10,2.2762e-09,1.1536e-08,1.2482e-07,6.0712e-07,2.5179e-06,6.0724e-06
4.7105e-10,3.7529e-12,3.2743e-10,2.0173e-09,1.5119e-08,7.8937e-08,4.0847e-07,1.9455e-06,5.0222e-06
8.415e-13,4.0022e-12,3.902e-10,1.9727e-09,1.5282e-08,7.0159e-08,3.0919e-07,1.478e-06,4.1255e-06
3.9539e-10,4.1225e-12,4.4443e-10,2.022e-09,1.4526e-08,7.5816e-08,2.7265e-07,1.1249e-06,3.2997e-06
1.6284e-09,4.1058e-12,4.8651e-10,1.9928e-09,1.3983e-08,7.6864e-08,2.6499e-07,9.0572e-07,2.6221e-06
3.6177e-09,3.9531e-12,5.1362e-10,1.9015e-09,1.3485e-08,6.9972e-08,2.5609e-07,7.7935e-07,2.1174e-06
6.2307e-09,3.6748e-12,5.2398e-10,1.7509e-09,1.2484e-08,6.1534e-08,2.2681e-07,6.9965e-07,1.7438e-06
9.2933e-09,3.2892e-12,5.1687e-10,1.5509e-09,1.1149e-08,5.3001e-08,1.8815e-07,6.2639e-07,1.4444e-06
1.2601e-08,2.8221e-12,4.9278e-10,1.3148e-09,9.5391e-09,4.4435e-08,1.4868e-07,5.2736e-07,1.1745e-06
1.5935e-08,2.3047e-12,4.5332e-10,1.0583e-09,7.7644e-09,3.5173e-08,1.1136e-07,4.0783e-07,8.9937e-07
1.9071e-08,1.7714e-12,4.011e-10,7.9863e-10,5.9427e-09,2.5995e-08,7.7597e-08,2.9019e-07,6.166e-07
2.1801e-08,1.2577e-12,3.3962e-10,5.5296e-10,4.1955e-09,1.7494e-08,4.7812e-08,1.8604e-07,3.635e-07
2.3943e-08,7.9787e-13,2.7297e-10,3.377e-10,2.6392e-09,1.0219e-08,2.4031e-08,1.0207e-07,1.6864e-07
