Col0,Col1,Col2,Col3,Col4,Col5,Col6
12087,5313.4,-10096,-9096.9,6686.7,11603,-2338.4,-12479
802.53+1543.6i,-2037.1+997.54i,-1566-1169.8i,1450.3-1435.9i,2109.5+631.62i,-659.72+1672.6i,-2356.7-4.785i,-223.49-1674.4i
11265-2975.3i,4862.8-1636.4i,-9442.8+2362i,-8401.6+2521.6i,6294.2-1417i,10760-3052.6i,-2261.6+273i,-11608+3154.9i
2401.8+4191.1i,-1159.8+2774.1i,-2836.5-3151.5i,96.826-3955.1i,2872.8+1669.2i,979.78+4580.7i,-2505.6+47.446i,-1918.8-4562.9i
9032.9-5102.5i,3616.1-2847.3i,-7677.7+4035.4i,-6493.4+4359.6i,5244.2-2401.6i,8458.7-5259.6i,-2074.2+430.51i,-9236.1+5421i
5150.6+5642.6i,390.74+3944.8i,-5004.2-4164.3i,-2266.1-5505.4i,4154.9+2101.1i,3823.2+6292.8i,-2722.1+257.24i,-4843.4-6196.4i
6024.8-5771.2i,1864.9-3303.9i,-5326+4533.1i,-3860.8+5002.7i,3879.1-2658.2i,5314.6-5998.9i,-1887.4+410.05i,-6021.9+6152.6i
8274.2+5477.5i,2251.9+4260.9i,-7430.3-3880.7i,-5036.5-5715.3i,5542.8+1738.8i,7113.7+6366.9i,-2876.9+647.29i,-8191.9-6124.3i
3101.1-4780.9i,22.447-2850.4i,-3092.6+3712.7i,-1181.5+4241.7i,2649.9-2123.1i,2174.5-5037.4i,-1834.9+235.26i,-2862.2+5125.6i
10889+3730.2i,3983.4+3671.2i,-9396.3-2354.4i,-7504.7-4553.5i,6583.8+647.89i,9972.1+4796.3i,-2846.6+1149.6i,-11039-4365.5i
1106.5-2399.7i,-1469.3-1541.6i,-1657.1+1822i,848.29+2224.4i,1975-988.35i,-108.14-2594.8i,-2015.5+15.928i,-647.21+2600.7i
12250+884.3i,5167.5+2337.1i,-10314-8.4612i,-9032.6-2340.2i,6928.5-868.57i,11629+2014.7i,-2570.3+1623.6i,-12592-1406.3i
633.35+707.02i,-2241.3+364.92i,-1473.3-570.26i,1689.1-578.63i,2106.3+353.41i,-899.76+711.07i,-2443.5-86.926i,-15.973-743.65i
11962-2259.1i,5506.1+600.68i,-9898.6+2484.3i,-9215.7+330.32i,6444.9-2360.5i,11631-1214.9i,-2086+1905.2i,-12413+1928.9i
1852+3658.9i,-2084.5+2463.5i,-2633.2-2735.6i,1097.7-3488.7i,3044.6+1428.2i,43.29+4023.9i,-3028.3+79.799i,-1178.2-3994i
10095-4803i,4893.4-1089.1i,-8260.7+4394.8i,-7989.2+2736.1i,5266.6-3369.4i,9962.9-3998.8i,-1532.9+1870.8i,-10537+4700i
4456.8+5605.7i,-1004.3+4290.3i,-4833.2-3997.9i,-806.96-5788.5i,4530.7+1828.6i,2504.9+6473.8i,-3592+597.56i,-3851.1-6249.9i
7170.6-6005.2i,3447.8-2277.9i,-5878.5+5151.5i,-5650.8+4208.5i,3760.8-3574.4i,7060.3-5548i,-1114.9+1495.2i,-7478.1+6108.4i
7744.6+5967.8i,773+5430.1i,-7454.9-3932.8i,-3566.8-6903.9i,6118.2+1345.5i,5859.7+7408.2i,-3922.2+1430.8i,-7329.6-6872i
4027-5491.1i,1492.8-2612i,-3467.5+4512.2i,-2792.3+4303i,2421.1-2899.5i,3699.7-5389.7i,-1034.6+879.7i,-4087.4+5719.4i
10806+4604.2i,2843.9+5616.4i,-9739.7-2499.4i,-6494-6553.1i,7306+43.503i,9232+6569.4i,-3846.2+2418.5i,-10673-5663i
1584.8-3366.2i,-509.62-1927.1i,-1775.8+2644i,-155.88+2918i,1717.4-1550.5i,799.49-3499i,-1417.8+239.17i,-1330.8+3588.7i
12775+1862.5i,4714.8+4802.4i,-11008-62.731i,-8840.2-4825.9i,7695.1-1745.8i,11724+4171.6i,-3301.4+3309.2i,-12961-2931.4i
592.01-198.47i,-2062.3-296.23i,-1364.9+87.453i,1550.8+329i,1946.1+35.844i,-821.49-315.57i,-2253.9-154.11i,-23.198+257.81i
13079-1507.1i,5914.9+3183.8i,-10863+2700.3i,-9985.9-2171.9i,7120.4-3514.2i,12654+854.9i,-2378.1+3834.6i,-13546+582.16i
1407.6+3130.5i,-2749.6+1973.9i,-2438.1-2390.8i,1836-2869.9i,3126.1+1315.2i,-664.4+3362.8i,-3375.1-54.983i,-600.46-3383.4i
11606-4552.2i,6111.1+1167.1i,-9316.2+4989.6i,-9602.5+702.78i,5717.6-4726.2i,11745-2474i,-1315.9+3799.1i,-12238+3897.8i
3889.1+5664.8i,-2342.9+4403.1i,-4767.2-4014.7i,556.36-5907.7i,4975.7+1800.7i,1308.3+6582.5i,-4485.4+666.15i,-2989.3-6332.9i
8751-6381.4i,5197.2-715.56i,-6803.2+6113.2i,-7746.8+3006.6i,3900-4986.5i,9208.4-4875.3i,-449.09+3159.4i,-9376.7+6059.3i
7416.9+6641.8i,-868.23+6442.6i,-7742.3-4227.4i,-2033.3-8026.8i,6980.3+1219.2i,4649.2+8483.7i,-5237.9+1960.2i,-6612.2-7749.1i
5321.7-6417.5i,3335.4-1926.7i,-4071.8+5695.5i,-4861.3+4061.1i,2249.9-4173.5i,5704.5-5625.2i,-112.08+2065.4i,-5746.5+6399.3i
11052+5714.5i,1381.8+7604.4i,-10534-2864.6i,-5329.7-8678i,8536.9-387.56i,8529+8532.7i,-5340.5+3585.3i,-10530-7189.1i
2328.6-4573i,936.7-2054i,-1977.5+3803.2i,-1677.8+3479.3i,1348.7-2499.3i,2183.3-4415.9i,-530.53+844.39i,-2382.1+4732.4i
13790+3065.9i,3899.6+7586.5i,-12329-222.79i,-8519.9-7670i,9135.6-2651.6i,11944+6676.2i,-4659.6+5153.6i,-13690-4744.9i
705.71-1294.2i,-1420.8-921.51i,-1238.2+948.82i,956.75+1277.1i,1596.7-470.22i,-358.36-1453.3i,-1731-74.43i,-290.36+1425.4i
14841-619.89i,6070.4+6362.1i,-12566+3004.2i,-10780-5236.3i,8526.3-4966.5i,13975+3375i,-3289+6231.4i,-15208-1039.7i
1045.5+2540.5i,-3120.7+1347.8i,-2215-2035.4i,2290.6-2110.6i,3073.5+1244.5i,-1138.8+2576.9i,-3500.2-278.71i,-172.99-2681.4i
13865-4327.8i,7315.7+4211i,-11123+5906i,-11484-1997.7i,6819.1-6654.6i,14040-496.23i,-1557.6+6468.6i,-14623+2920.4i
3415.2+5847.7i,-3658.2+4336.7i,-4786.2-4222.5i,1864.6-5919.2i,5484.9+2004.2i,190.98+6670.3i,-5413.4+495.58i,-2219.7-6484.5i
11088-6981.3i,7240.6+1677.7i,-8374.4+7610i,-10379+1174.3i,4484.8-7170i,12060-3861.3i,34.792+5722.9i,-12047+6006i
7311.1+7633.8i,-2776.2+7411.6i,-8351.6-4856.2i,-353.61-9231.6i,8219.1+1396.6i,3433.8+9755i,-6932.2+2259.2i,-6031.7-8908.3i
7274-7742.1i,5750.4-538.58i,-5119+7540.3i,-7668.8+3364.4i,2245-6279.4i,8510.1-5717.7i,944.27+4136.7i,-8156.2+7268i
11769+7279.9i,-553.67+9860.4i,-11977-3584.6i,-3934.8-11204i,10502-614.17i,7870.6+10974i,-7552.6+4726.7i,-10701-9202.2i
3538.9-6260.6i,3103.9-1743.2i,-2375.7+5607.4i,-3994.2+3844.6i,878.82-4166.5i,4323.6-5406.1i,741.51+2140.5i,-4045.7+6208.3i
15609+4738.3i,2580+11064i,-14642-591.8i,-8067.4-11286i,11619-3637.8i,12422+9922.9i,-6963.8+7356.6i,-15032-7165.9i
1062.3-2804.7i,-113.58-1420.3i,-1104.9+2272.4i,-300.49+2271.9i,992.26-1421i,672.36-2804.4i,-740.29+370.01i,-949.79+2943.1i
17752+584.28i,5915.3+10666i,-15536+3412.9i,-11737-9386.8i,11137-6930.7i,15911+6789.4i,-5173.9+9475.1i,-17850-3238.5i
761.68+1773.1i,-3102.3+618.49i,-1924.3-1541.3i,2381.1-1196.1i,2816.7+1093i,-1325.5+1605.7i,-3313.4-491.25i,83.8-1789.8i
17533-4101.6i,8610.8+8688.2i,-14306+7357.6i,-13972-5930.9i,9069.7-9580.3i,17371+2340.5i,-2559.7+10457i,-18330+1578.5i
3018.4+6230.6i,-5024.5+4149.8i,-4901.5-4675.4i,3187.7-5902i,6096.1+2463.6i,-903.08+6825.3i,-6434.5+94.279i,-1508.3-6790i
14917-7996.1i,9889.8+5578.2i,-11211+10087i,-14091-1798.1i,5929.8-10760i,16313-2234.5i,183.86+9923i,-16245+5953.3i
7530.9+9252.1i,-5211.7+8547i,-9484-6049i,1657.5-10814i,10105+1996.4i,2129.6+11562i,-9307.1+2336.7i,-5617.5-10686i
10567-9881.9i,9246+2146.6i,-7101.5+10686i,-11907+1858.2i,2639.1-9990i,12896-5602.1i,2194+7890.5i,-12074+8559.1i
13342+9806.8i,-3354.5+12889i,-14599-4976.6i,-2116.6-14754i,13806-552.47i,7290.5+14547i,-11073+6004i,-11440-12296i
5720.8-8993.9i,6606.6-585.05i,-3244.9+8774.6i,-7822.7+3873.5i,313.23-7323i,7940.1-6617.9i,2662.4+4842.9i,-6942.3+8432.8i
19046+7460.2i,371.12+16154i,-18907-1406.4i,-7456.6-16681i,16112-4844.9i,13495+14865i,-11055+10416i,-17638-10962i
1913.2-5274.2i,2412-1610.5i,-1009.3+4670.6i,-2790.3+3360.9i,-36.377-3411.1i,2776.6-4639.2i,1077+1672.4i,-2373+5266i
23134+2553.6i,5279.2+17469i,-21156+3993.1i,-13208-15972i,16206-9978.9i,19281+12233i,-8980.1+14563i,-22646-6774.9i
587.19+539.03i,-2418.7-189.54i,-1493.6-610.06i,1858.9-39.088i,2190.3+595.41i,-1038.1+262.23i,-2579.3-497.14i,71.464-448.54i
24400-3805.3i,10270+16353i,-20551+9933.7i,-17971-12630i,13816-14667i,23149+7133.3i,-5140.7+17340i,-25076-634.82i
2698.7+7021.5i,-6641.6+3930.4i,-5187.8-5548.5i,4697.4-6009.7i,6948.2+3296.3i,-2093.5+7245.1i,-7732.7-581.11i,-804.44-7462.8i
22306-9951.3i,14035+12905i,-17046+14788i,-20423-7363i,9392-17547i,23943+787.04i,-419.01+17842i,-24100+5899.4i
8406.1+12361i,-8941+10375i,-11757-8472.9i,4534.9-13550i,13456+3394.7i,508.02+14823i,-13266+2160.2i,-5479.6-14013i
17223-14034i,15351+7889.5i,-11470+16991i,-19649-1521.9i,4105.8-17561i,21188-5059.4i,3834.7+15665i,-19751+10930i
16926+14787i,-8238.6+18129i,-20014-7992.8i,738.18-21124i,20290+76.304i,6865.9+21153i,-17717+7850.9i,-13506-18210i
10470-14481i,13390+2682i,-5452+15486i,-15434+3121.7i,-331.99-14316i,15309-8486.9i,6069.3+11136i,-13035+12660i
26602+13040i,-4003.7+25657i,-28103-3424.2i,-6528.1-26940i,25656-6672.1i,16143+24440i,-19606+15831i,-23491-18507i
4137.8-10454i,8014.4-926.98i,-1134.3+10106i,-8439.5+4714.4i,-2028.5-8339.5i,7679.2-7839.8i,4906.4+5401.4i,-5840.5+9864i
35175+6794.2i,3488.4+31158i,-33867+4882.8i,-16181-29329i,27803-15874i,26600+23380i,-17835+24636i,-33284-14147i
696.14-2217.4i,-13.612-1062.9i,-701.24+1819i,-249.19+1744.6i,607.86-1165.2i,476.99-2181.3i,-429.1+347.73i,-637.8+2311.6i
40199-3029.2i,12969+32896i,-35339+15357i,-26213-27141i,25515-25529i,35775+17573i,-12108+32115i,-40313-5538.1i
2405.6+8598i,-8886.6+3741.4i,-5735.9-7195.8i,6737-6438.2i,8260.7+4783i,-3641.2+8230.7i,-9625.3-1698.5i,34.005-8867.2i
39506-14027i,21996+29561i,-31263+25106i,-33712-20153i,18629-32658i,40693+7913.7i,-3378.6+35624i,-41960+5436.8i
10296+18709i,-15595+13610i,-16140-13608i,9546.7-18710i,19718+6596.5i,-2157.1+21182i,-20526+1341.8i,-5535.3-20679i
31557-21818i,26440+20619i,-21649+29546i,-34553-9546.3i,8699.4-33123i,37813-2867.1i,5471.6+32049i,-35763+14878i
20964+22147i,-15399+24056i,-26734-13132i,5379.5-28977i,28750+2272.1i,5395.1+29828i,-26729+8906.4i,-15412-26491i
15460-17682i,18039+6724.9i,-8699.5+20202i,-21299+846.08i,717.51-19885i,21568-8298.2i,7365.3+16775i,-18807+14585i
5619.7+4399.1i,138.93+4297.6i,-5567.6-2788.5i,-2225.5-5342.7i,4733.6+786.27i,3999.4+5637.3i,-3234.8+1326.4i,-5211.7-5140.3i
-10540+28182i,-32458-8580.1i,-1623.8-31398i,31849-3186.5i,13560+30203i,-26767+14506i,-23591-24767i,17926-23787i
-4.6743e+05-1.2394e+05i,37700-4.8606e+05i,4.8156e+05-58214i,1.4277e+05+4.6425e+05i,-4.2805e+05+2.322e+05i,-3.0319e+05-3.7723e+05i,3.1443e+05-3.7357e+05i,4.2102e+05+2.3723e+05i
-3.0315e+05+2.341e+06i,-2.3588e+06+1.3906e+05i,-5.8084e+05-2.2889e+06i,2.1411e+06-9.9684e+05i,1.3833e+06+1.9153e+06i,-1.6227e+06+1.7146e+06i,-1.9914e+06-1.2727e+06i,8.7643e+05-2.1916e+06i
