Col0,Col1,Col2,Col3,Col4,Col5,Col6
-46700,-19614,-1.0663e-10,7315.9,-7840.1,1086,6676.3
53936+39545i,-11186+49.672i,-3653.7+1839.1i,3343.9+1768.4i,70.172-3734.2i,-3419.1+2233.4i,3593.9+1340.8i
-4057.3-62973i,-11025+12561i,-3716.1-2756i,4823.2-2341.8i,-1452.7+5265.6i,-3266.4-3301.1i,4953.2-1728i
-16872+59783i,-14810+9339.8i,133.34-768.45i,6950.5+1630.2i,-7581.8-978.53i,1174.6-581.53i,6323+1601.7i
70242-28919i,-2897.8+10264i,-3866.4+1172.9i,2470+684.53i,1219.4-1906.4i,-3776.8+1358.5i,2828+450.58i
-68145-20637i,-3168.4+18276i,-2738.3-2876.1i,5082-1900.4i,-2707.9+4912.7i,-2180.1-3364.3i,5044.2-1307.4i
65301+73377i,-361.15+10907i,-811.35+2267.6i,3864.6+12.189i,-3330.1-2280.6i,-295.82+2431.9i,3647.2-325.48i
-9037.6-1.1684e+05i,4724.5+7852i,1482.6-182.86i,-220.67+4749.6i,-1246.1-4907.1i,1556+509.08i,-421.46+4361.5i
-2.577e+05+1.9307e+05i,51579-88392i,60849+91066i,-1.077e+05+1384.2i,54573-92550i,49221+97797i,-1.0732e+05-12255i
6.4073e+05+5.5373e+05i,-4.6084e+05+29074i,2.3092e+05-4.0763e+05i,2.2476e+05+4.1584e+05i,-4.7179e+05-38005i,2.8083e+05-3.7511e+05i,1.7083e+05+4.4e+05i
5.4645e+05-1.162e+06i,4.0457e+05+6.9245e+05i,-7.9214e+05-38916i,4.5719e+05-6.4563e+05i,3.0219e+05+7.308e+05i,-7.8104e+05-1.3754e+05i,5.3481e+05-5.8341e+05i
-1.0836e+06-1.5524e+05i,3.7996e+05-5.5011e+05i,2.694e+05+6.0775e+05i,-6.5522e+05-99196i,4.3277e+05-5.0145e+05i,1.9144e+05+6.3658e+05i,-6.3793e+05-1.8074e+05i
56871+5.1422e+05i,-2.432e+05-34734i,1.617e+05-1.9704e+05i,83058+2.4485e+05i,-2.5071e+05-65357i,1.8562e+05-1.7481e+05i,51794+2.5269e+05i
1.4432e+05-47080i,19891+15673i,-21633-4857.9i,15367-14209i,5165.1+20085i,-20902-7315.2i,17235-12246i
-64409-26438i,7210.2-4661.4i,-203.84-813.79i,3398.5-387.86i,-3438.1+1229.4i,286.02-929.67i,3131.6-233.15i
30003+45626i,9336.7-9223.2i,-2749.5+2371.7i,1905.1-770.22i,707.9-1546.3i,-2663.7+2427.3i,2146.6-1054.9i
-108.14-39179i,5713.8-12429i,3216.4+1332.3i,-3146.8+2722.5i,155.89-4249.8i,2979.8+1831.9i,-3349.2+2286.7i
-29756+21798i,6863.6-12578i,538.26+7297i,-3675.6-3660.1i,3400.8-3374.7i,31.211+7276.6i,-3434.2-4423.3i
28382-3276.3i,2624.4-9410.9i,-2413.3+1446.5i,1702.9-91.381i,588.38-1348.5i,-2333.4+1536.5i,1912.2-298.11i
-26083-10573i,191.14-11473i,3632.1+2300i,-3991.5+1997.4i,645.35-4440.6i,3299.9+2761.3i,-4181.7+1481.4i
3026.2+17184i,1695-8843i,-611.57+6209.4i,-2127.1-3568.9i,2891-2384.7i,-971.14+6124.5i,-1850.3-4178.6i
6240.8-16376i,-1441.1-5895.9i,-1480.6+571.13i,1265.7+918.43i,124.24-1555.4i,-1398.8+748.39i,1374.8+753.36i
-19021+9755.4i,-1441.4-6891.8i,3089.1+2799.8i,-3822.5+891.02i,1007.3-3754.7i,2743.1+3132.7i,-3946.9+397.52i
12438-319.97i,442.65-4009i,-1347.1+4867.9i,-730.48-3010.2i,2129.9-1641.9i,-1552.1+4769.8i,-466.65-3469.7i
-9300.6-8172.9i,-1154.2-2504.1i,-666.73+132.62i,667.19+1487.1i,-48.265-1726.3i,-615.46+362.87i,707.83+1337.4i
-3572.5+12372i,292.65-3569.4i,2430.6+3114.5i,-3386-42.781i,1198-3068.7i,2102.1+3331.3i,-3450.8-501.36i
5550.8-10729i,1924.8-1654i,-1745.4+3690.3i,225.23-2313.1i,1504-1211.4i,-1837+3611.3i,464.62-2658.7i
-10413+4332i,945.43-1760i,0.41823-0.010267i,41.565+1702.3i,-44.962-1824.3i,6.6182+252.68i,37.869+1553.5i
4824.2+3507.8i,2480.6-3110.1i,1756.4+3285.9i,-2818.7-757.1i,1264.3-2474.6i,1463.8+3409i,-2833-1178.7i
-3819.3-8901.5i,3111.5-2084.9i,-1891.9+2686.3i,807.22-1584.8i,1026.8-987.91i,-1907.6+2643.5i,1017.5-1845i
-2933.8+9410.9i,1979.6-3037.6i,520.23+77.169i,-530.5+1655.8i,48.285-1851.6i,478.76+328.49i,-561.35+1499.6i
2998.5-5274.9i,2909.6-4088.1i,1097.4+3321.8i,-2183.5-1252.8i,1242.6-1979.2i,851.88+3373.8i,-2155.5-1636.4i
-6449.7-896.63i,2505.8-3253.2i,-1845.2+1845.2i,1089.8-887.63i,677.33-893.96i,-1815.6+1845.6i,1268.4-1083.9i
3303.4+5738.2i,1259.6-4132.8i,890.89+294.31i,-999.07+1421.5i,179.76-1817.7i,806.43+526.41i,-1044+1253.6i
-3049.7-7027.4i,1779.7-4374.6i,478.88+3228.3i,-1529.6-1541i,1160.3-1576.9i,286.14+3230.9i,-1466.9-1885.5i
-2266.2+4725.4i,965.11-3328.2i,-1651.9+1163.4i,1136.3-266.76i,434.19-877.54i,-1601.6+1207.2i,1282.2-416.14i
3192.6-643.85i,119.42-3801.4i,1112.7+594.78i,-1334.8+1063.1i,317.7-1734i,994.34+795.2i,-1383.3+881.83i
-6088.6-2873.1i,722.35-3353.5i,-74.078+3017.6i,-900.72-1640i,1039.3-1260.1i,-213.09+2990.4i,-810.98-1944.6i
2971.6+4309.8i,93.997-2310i,-1354.6+640.7i,1004+244.75i,278.72-902.98i,-1302.7+722.93i,1117.3+128.24i
-1288.4-3568.1i,-65.273-2646.6i,1191.6+929.91i,-1524.7+637.33i,442.39-1612.9i,1050.6+1091.1i,-1568.3+443.58i
-3833.4+1604.5i,755.08-2036.7i,-538.8+2708.7i,-334.99-1575.5i,897.79-1020.4i,-627.13+2668.9i,-225.73-1839.8i
4282.1+415.76i,396.12-1422.6i,-994.18+275.13i,746.57+625.38i,194.11-945.31i,-954.59+387.67i,828.88+529.86i
-4934.4-1779.8i,694.67-1951.5i,1140+1257.8i,-1569.7+195.08i,542.15-1466.9i,988.69+1376.9i,-1601.7-8.6878i
672.59+2338.8i,1430.7-1540.6i,-897.54+2326.8i,137.09-1379.4i,750.63-848.57i,-941.51+2288.8i,258.34-1604.2i
1443.8-2208.9i,1054.1-1468.6i,-609.56+60.037i,415+865.18i,164.83-987.21i,-591.64+192.77i,469.21+780.63i
-4651.1+1477.2i,1383-2150.9i,977.56+1543.7i,-1482.4-220.12i,611.1-1307.8i,827.55+1621.7i,-1497.9-430.03i
3152.2-208.39i,1715.5-1871.9i,-1139.6+1901.2i,494.26-1088.5i,609.88-734.77i,-1147.8+1875.9i,620.21-1275.5i
-2088.8-1325.3i,1135.2-2067i,-236.66-17.457i,56.278+965.49i,176.35-1017.2i,-245.26+124.61i,86.488+883.67i
-1574+2520.1i,1313.8-2589.9i,729.44+1761i,-1285.1-573.21i,647.72-1146.7i,590.95+1802.1i,-1281-784.5i
2141.2-2673.1i,1258.1-2192.7i,-1262.1+1463.1i,725.44-741.57i,484.69-668.42i,-1244.9+1457.9i,849.37-893.93i
-3126.7+1475.2i,618.13-2342.4i,93.575+23.439i,-288.21+937.89i,215.29-1028.5i,57.497+164.34i,-276.91+852.41i
982.71+620.94i,790.82-2505i,424.85+1891.9i,-1006.5-838.85i,653.79-992.98i,305.88+1903i,-981.59-1046.4i
-404.46-2523.1i,618.67-1929.7i,-1270.8+1042.9i,829.98-377.18i,381.33-638.69i,-1238.6+1061.6i,946.06-499.02i
-1499.4+3121.1i,193.93-1991.7i,356.66+158.1i,-584.44+802.63i,269.66-1018.2i,295.46+288.57i,-586.29+709i
994.02-2013.1i,542.04-1897.7i,94.719+1928i,-679.56-1002.2i,633.53-854.03i,0.63066+1917.4i,-634.21-1200.8i
-1657.4-184.66i,448.82-1343.4i,-1178.9+667.83i,817-30.689i,303.33-634.94i,-1142.1+711.12i,920.57-127.14i
495.82+2195.3i,328.92-1487.7i,535.88+358.06i,-807.17+586.42i,329.13-986.5i,454.46+470.77i,-816.15+482i
-739.16-2883.4i,811.01-1372.7i,-230.64+1870i,-337.92-1058.9i,592.77-735.2i,-297.33+1846.8i,-274.14-1243.9i
-682.77+1956i,743.39-1050.6i,-1006.1+360i,704.01+267.97i,251.67-647.16i,-973.71+425.57i,791.81+191.1i
744.53-91.837i,775.58-1379.1i,622.97+593.11i,-940.86+319.81i,385.31-935.84i,527.94+683.08i,-951.08+203.81i
-1937.9-1559.8i,1179.7-1334i,-523.82+1726.8i,-13.4-1014.5i,538.17-639.63i,-563.34+1699.9i,65.528-1182.1i
1096.1+2132.2i,980.46-1243.5i,-776.88+134.8i,514.89+496.13i,225.09-666.48i,-756.12+218.11i,585.2+432.74i
-747.32-1523.2i,986.67-1646i,618.14+833.47i,-979.88+34.486i,431.95-870.43i,516.98+898.31i,-985.97-92.25i
-1278.3+318.65i,1176.3-1563.7i,-762.27+1514.4i,266.59-882.85i,476.58-568.27i,-777.32+1491.8i,356.43-1030.5i
