Col0,Col1,Col2,Col3,Col4,Col5,Col6
37.901,29.083,-1.2066,8.7112,-8.1288,-1.1945e-13,8.1288,-8.7112
-34.705+1.8371i,21.534-34.295i,-4.2563+1.5731i,3.3791+2.409i,0.63509-4.1548i,-4.0597+2.0435i,3.7155+1.9649i,0.077969-4.1492i
34.847-1.6961i,-14.416-27.67i,-4.5635-2.4083i,5.1302-3.243i,-0.93428+5.8837i,-4.129-3.0623i,5.3591-2.602i,-1.6141+5.8507i
-31.766-1.1372i,-43.937-6.2499i,-1.0112-1.0481i,8.2981+1.8143i,-7.8815-0.89629i,0.14815-0.85383i,7.7227+1.8113i,-8.4243-1.0873i
36.741+5.3554i,-23.159+28.87i,-4.3278+1.0763i,2.3034+1.0085i,1.8594-2.1571i,-4.296+1.3032i,2.7445+0.76059i,1.3549-2.1183i
-42.213-7.7987i,12.477+49.919i,-3.6148-2.6029i,5.5997-2.7373i,-2.3861+5.5363i,-3.0426-3.1957i,5.6467-2.1116i,-3.0087+5.4586i
54.332+4.7334i,49.957+16.039i,-1.4601+2.2972i,4.4678+0.38852i,-3.3279-2.7136i,-0.9015+2.5195i,4.294+0.013543i,-3.7002-2.534i
-63.298+5.7929i,57.373-36.139i,1.5397-0.96879i,-0.018236+5.6253i,-1.5201-5.0596i,1.6473-0.20317i,-0.24519+5.2774i,-1.3845-5.4523i
44.878-16.934i,56.464-188.3i,79.463+92.111i,-118.21+16.668i,47.217-109.97i,67.61+101.18i,-119.67+1.538i,60.636-102.83i
-4.4022+124.4i,-550.33+12.507i,197.08-481.92i,305.72+427.92i,-524.7+23.333i,256.58-452.93i,249.74+462.05i,-524.21-42.228i
136.2-210.17i,451.87+665.79i,-878.62+67.027i,413.74-775.18i,435.23+763.7i,-880.16-43.239i,507.99-717.36i,335.77+812i
-181.91+60.708i,248.19-641.98i,381.23+632.61i,-735.76-17.876i,407.25-613.45i,299.33+675.28i,-728.03-110.22i,480.86-557.17i
39.632-12.008i,-331.02+55.407i,150.26-240.17i,125.57+259.05i,-284.83-37.439i,179.67-218.93i,92.287+272.05i,-278.57-72.619i
4.7288+51.322i,13.945+80.22i,-24.47-2.5822i,14.73-17.721i,8.6848+21.572i,-24.037-5.3977i,17.074-15.788i,5.739+22.317i
-9.8727-41.643i,29.086+33.414i,-0.76722-0.76119i,4.013-0.59606i,-3.5333+1.4i,-0.22649-0.90421i,3.7761-0.43096i,-3.8201+1.366i
12.389+28.688i,33.385-4.3312i,-3.1021+2.5319i,1.8149-0.52594i,1.1571-1.9683i,-3.055+2.6352i,2.1167-0.8558i,0.78655-1.7181i
-9.2713-19.527i,9.4401-24.248i,3.7804+0.90186i,-3.2165+3.4615i,-0.33339-4.6113i,3.5738+1.4803i,-3.4965+3.025i,0.17321-4.722i
3.4968+15.896i,-8.6393-19.96i,1.152+8.0027i,-4.2879-3.1546i,3.4431-4.622i,0.59807+8.1078i,-4.084-4.0668i,3.7786-3.7496i
-1.6925-15.898i,-17.03+1.0393i,-2.7279+1.4817i,1.6296+0.12976i,0.98147-1.6208i,-2.6814+1.6072i,1.8921-0.10153i,0.65376-1.4984i
1.3527+16.268i,-9.578+10.483i,4.3412+2.0027i,-4.1537+2.7578i,0.11011-4.9581i,4.0357+2.5556i,-4.435+2.2194i,0.71706-4.934i
-4.0116-14.756i,7.4284+10.359i,-0.26929+6.8848i,-2.6336-3.2255i,3.0916-3.4282i,-0.67952+6.8993i,-2.3634-3.9655i,3.2123-2.6497i
4.3003+11.344i,10.921+2.3977i,-1.71+0.42763i,1.2629+1.1878i,0.35669-1.7005i,-1.6451+0.63459i,1.4063+1.0205i,0.13804-1.7282i
-3.7446-7.7463i,5.4141-9.6752i,3.7628+2.692i,-4.0421+1.5228i,0.56896-4.3238i,3.4324+3.1109i,-4.2473+0.99003i,1.1192-4.1719i
0.47024+5.8079i,-1.4041-8.9766i,-1.2455+5.4324i,-1.092-2.7815i,2.4157-2.4516i,-1.4968+5.4087i,-0.81164-3.3447i,2.3666-1.8244i
1.4233-6.0674i,-8.4181-0.90261i,-0.78609-0.1108i,0.68447+1.7926i,0.052572-1.8102i,-0.74081+0.14736i,0.74132+1.6523i,-0.053628-1.9181i
-2.5969+7.4691i,-5.1549+3.7181i,3.023+3.1651i,-3.6309+0.46275i,0.86803-3.661i,2.7007+3.4606i,-3.7622-0.047535i,1.3311-3.4096i
1.0454-8.2938i,3.2235+6.1551i,-1.8069+4.1233i,-0.019688-2.1457i,1.828-1.8239i,-1.9393+4.1003i,0.25025-2.5702i,1.6711-1.346i
