Col0,Col1,Col2,Col3,Col4,Col5,Col6
7.1826,-6.7024,7.5003e-14,6.7024,-7.1826,0.99491,6.1164,-8.6528
6.3592+1.3979i,-5.6106-2.3704i,-0.34654+1.1424i,5.982+1.1462i,-6.0641-2.3707i,0.51661+1.3944i,5.5105+0.8764i,-5.3541-3.2713i
4.2072+1.1106i,-2.2043-3.6129i,-1.8449+2.7612i,4.1814+0.65389i,-2.6361-3.4619i,-1.3565+3.0561i,4.0897+0.18685i,-2.3775-0.80674i
1.9212-3.0692i,4.0219-1.9079i,-6.2312+5.1138i,2.6558-3.5724i,3.3851-1.2855i,-6.2834+4.9499i,3.3486-4.0192i,-1.419+0.040431i
-10.223+260.55i,-211.47-151.58i,236.84-98.104i,-42.346+256.71i,-191.46-177.01i,247.53-67.026i,-73.802+248.83i,-169.78-205.26i
208.99-583.43i,383.34+487.46i,-619.8+61.045i,280.87-552.88i,318.8+531.45i,-622.51-16.651i,348.32-513.6i,255.63+564.58i
-219.16+298.09i,-132.53-345.2i,361.19+71.844i,-254.54+268.2i,-88.408-359.26i,349.28+116.8i,-285.9+234.09i,-39.356-361.52i
22.73-16.668i,2.3488+28.145i,-25.247-13.495i,24.707-13.684i,-1.2306+28.159i,-23.388-16.493i,26.295-10.484i,-9.883+31.669i
0.16804-0.40727i,-0.41895+0.11789i,0.28093+0.28093i,0.11789-0.41895i,-0.40727+0.16804i,0.31856+0.23887i,0.065886-0.42402i,-3.8128-3.594i
-3.5181-0.58822i,1.0336-3.6592i,2.4104+4.5096i,-3.6167-1.1735i,1.4654-3.252i,2.0463+4.6585i,-3.6583-1.7404i,4.7644-5.0279i
-3.2833-1.9454i,1.9741-3.6628i,1.1677+5.8706i,-3.2255-2.6285i,2.2889-3.0538i,0.7726+5.9011i,-3.1169-3.2701i,3.4961+0.16549i
-1.802-2.5959i,2.1986-2.8269i,-0.55404+5.6253i,-1.6048-3.2015i,2.2738-2.1944i,-0.83196+5.5531i,-1.3823-3.7566i,-0.30196-1.5337i
-0.20686-2.2987i,1.9078-1.9948i,-1.8376+4.4365i,0.061515-2.7595i,1.7717-1.4792i,-1.9602+4.3447i,0.32892-3.1768i,2.0411-3.5695i
0.89431-1.3058i,1.3577-1.4527i,-2.3493+2.8626i,1.1599-1.615i,1.1063-1.1319i,-2.3455+2.828i,1.4073-1.8988i,3.1475-0.22722i
1.2486-0.048639i,0.77593-1.2516i,-2.0801+1.3899i,1.4532-0.23791i,0.52275-1.1349i,-2.0135+1.4542i,1.635-0.42343i,-0.46134+0.67785i
0.89246+1.0401i,0.32508-1.3218i,-1.2408+0.3764i,1.0047+0.91845i,0.16418-1.3607i,-1.1806+0.53971i,1.101+0.78229i,-0.99184-2.4321i
0.069869+1.6502i,0.087927-1.5398i,-0.1641-1.9526e-14i,0.087927+1.5398i,0.069869-1.6502i,-0.1628+0.22858i,0.1046+1.4052i,1.5018-2.2414i
-0.87568+1.6608i,0.070806-1.7762i,0.7998+0.24262i,-0.92792+1.5162i,0.1946-1.8674i,0.71937+0.48506i,-0.96552+1.3476i,0.58791-0.25039i
-1.6151+1.1472i,0.22138-1.9296i,1.3779+0.92065i,-1.698+0.94294i,0.44178-1.9312i,1.2245+1.1266i,-1.7541+0.72384i,-0.94016-1.7675i
-1.9268+0.33177i,0.45506-1.9459i,1.4391+1.7535i,-1.9973+0.066697i,0.70129-1.825i,1.2457+1.8891i,-2.0363-0.19943i,1.0358-2.9432i
-1.7473-0.49885i,0.68313-1.8216i,1.0152+2.4509i,-1.7711-0.80499i,0.88278-1.5883i,0.82505+2.5071i,-1.767-1.0984i,1.9708-0.84693i
-1.1715-1.0861i,0.83629-1.5943i,0.27525+2.7946i,-1.1313-1.4005i,0.93707-1.2937i,0.12704+2.787i,-1.0732-1.6929i,0.13256-0.30702i
-0.40624-1.2728i,0.87894-1.3253i,-0.53567+2.693i,-0.30488-1.5607i,0.8624-1.0205i,-0.61931+2.6543i,-0.19871-1.824i,0.27068-1.8357i
0.30282-1.0401i,0.81256-1.0783i,-1.1736+2.1957i,0.44514-1.2747i,0.69657-0.82964i,-1.1916+2.1638i,0.58044-1.4892i,1.7043-1.0241i
0.74953-0.49923i,0.66898-0.90254i,-1.4664+1.4664i,0.90254-0.66898i,0.49923-0.74953i,-1.4375+1.4722i,1.0413-0.82818i,0.54158+0.37984i
0.82587+0.1539i,0.4969-0.82113i,-1.3584+0.72607i,0.95881+0.043037i,0.33087-0.77219i,-1.3134+0.78448i,1.0766-0.068504i,-0.62802-0.85943i
0.54636+0.70573i,0.34606-0.82879i,-0.91721+0.18245i,0.63688+0.63328i,0.2347-0.8611i,-0.8884+0.28952i,0.71735+0.55083i,0.63896-1.5876i
0.033483+0.99162i,0.25342-0.89728i,-0.30506-0.030046i,0.0735+0.92948i,0.22629-0.96603i,-0.31601+0.10577i,0.11236+0.85268i,0.88814-0.27462i
-0.52832+0.94227i,0.23481-0.98621i,0.27669+0.11461i,-0.53132+0.86339i,0.29271-1.0399i,0.21764+0.25098i,-0.52594+0.7709i,-0.4343-0.45656i
-0.95392+0.59775i,0.28333-1.0558i,0.65029+0.53368i,-0.98022+0.48386i,0.40016-1.0522i,0.55138+0.64374i,-0.99105+0.36234i,0.10651-1.7413i
-1.1145+0.087075i,0.37422-1.0776i,0.71344+1.0677i,-1.1388-0.066647i,0.50694-0.99632i,0.59552+1.1344i,-1.1451-0.21932i,1.2909-0.97351i
-0.97315-0.41787i,0.47397-1.0411i,0.46522+1.5336i,-0.97252-0.60236i,0.57699-0.8881i,0.35419+1.5541i,-0.95656-0.77735i,0.42697-0.034473i
-0.59025-0.75841i,0.55078-0.95443i,-1.3167e-13+1.7812i,-0.55078-0.95443i,0.59025-0.75841i,-0.081759+1.7672i,-0.50263-1.1354i,-0.11346-0.98592i
-0.098127-0.83747i,0.58329-0.83953i,-0.52696+1.7372i,-0.018573-1.0221i,0.54686-0.64182i,-0.56748+1.7099i,0.061273-1.1906i,0.98864-1.126i
0.34449-0.64584i,0.56542-0.72464i,-0.95042+1.4224i,0.45311-0.79969i,0.46485-0.56542i,-0.95126+1.4056i,0.55458-0.94092i,0.86229+0.086053i
0.60356-0.25976i,0.50638-0.6354i,-1.1462+0.94069i,0.72198-0.37269i,0.37252-0.54129i,-1.1212+0.95277i,0.82901-0.47975i,-0.28982-0.21348i
0.61012+0.18785i,0.42644-0.58775i,-1.0671+0.44202i,0.71714+0.11406i,0.2986-0.56425i,-1.0371+0.49062i,0.81285+0.038474i,0.19854-1.1559i
0.37819+0.55207i,0.34995-0.58438i,-0.75321+0.074185i,0.45723+0.50488i,0.26322-0.61525i,-0.73931+0.15445i,0.52907+0.44973i,0.88693-0.45297i
-0.0041231+0.72201i,0.29793-0.61524i,-0.31515-0.062687i,0.039806+0.68242i,0.27249-0.66863i,-0.33182+0.03412i,0.083107+0.63206i,0.00404-0.0128i
-0.40606+0.65369i,0.28234-0.6616i,0.10349+0.055318i,-0.39325+0.60232i,0.31793-0.7008i,0.052534+0.14869i,-0.37423+0.54145i,-0.19809-1.0105i
-0.6974+0.38048i,0.30349-0.70232i,0.37216+0.37216i,-0.70232+0.30349i,0.38048-0.6974i,0.29457+0.44388i,-0.69616+0.22172i,0.83442-1.0038i
-0.78928-0.0012254i,0.35101-0.72008i,0.41312+0.7729i,-0.79373-0.1082i,0.43748-0.65694i,0.3249+0.81222i,-0.78566-0.21347i,0.64539-0.049934i
-0.66015-0.36531i,0.40775-0.70609i,0.22318+1.122i,-0.64692-0.4963i,0.4701-0.59013i,0.14314+1.1287i,-0.62349-0.61946i,-0.12662-0.4441i
-0.35941-0.59698i,0.45543-0.66188i,-0.12866+1.3063i,-0.31755-0.73801i,0.46897-0.5154i,-0.18501+1.2903i,-0.27069-0.8674i,0.50579-1.0177i
0.011351-0.62842i,0.47998-0.59794i,-0.52572+1.2692i,0.083414-0.76221i,0.43633-0.45239i,-0.55101+1.247i,0.15416-0.88397i,0.92725-0.19577i
0.33265-0.45809i,0.47533-0.52996i,-0.84203+1.026i,0.42704-0.56958i,0.38439-0.41563i,-0.83898+1.015i,0.5147-0.67209i,0.041613+0.08063i
0.50558-0.14844i,0.44453-0.47374i,-0.98196+0.65613i,0.60779-0.2294i,0.33062-0.41029i,-0.9621+0.66909i,0.70042-0.30674i,-0.033691-0.76527i
0.4822+0.19648i,0.39816-0.44062i,-0.90889+0.27571i,0.57585+0.14515i,0.29177-0.43126i,-0.88854+0.31701i,0.66043+0.091537i,0.73805-0.59623i
0.27863+0.46554i,0.35064-0.43441i,-0.6544-1.3109e-13i,0.35064+0.43441i,0.27863-0.46554i,-0.64924+0.064485i,0.41713+0.39644i,0.34088+0.089576i
-0.032521+0.57595i,0.31571-0.45088i,-0.30582-0.092768i,0.012014+0.55029i,0.29294-0.49695i,-0.32595-0.017729i,0.056359+0.51595i,-0.23417-0.48735i
-0.34726+0.49838i,0.30244-0.47949i,0.023154+0.015471i,-0.32725+0.46291i,0.32755-0.51155i,-0.023765+0.085294i,-0.30208+0.42014i,0.46389-0.92689i
-0.56431+0.26426i,0.31286-0.50701i,0.22904+0.27908i,-0.55831+0.20794i,0.36928-0.50192i,0.16257+0.32994i,-0.5435+0.14833i,0.74214-0.18221i
-0.61707-0.046319i,0.34187-0.52156i,0.2507+0.60525i,-0.61053-0.12706i,0.40358-0.46908i,0.17804+0.62975i,-0.59437-0.20579i,0.017207-0.10952i
-0.4935-0.33174i,0.37919-0.516i,0.087137+0.88471i,-0.47257-0.43211i,0.4193-0.42164i,0.023231+0.88397i,-0.44419-0.52566i,0.18336-0.7953i
-0.23812-0.5018i,0.41276-0.48978i,-0.20422+1.0267i,-0.19391-0.61046i,0.41202-0.37248i,-0.24764+1.0096i,-0.14664-0.70949i,0.83461-0.42091i
0.064032-0.50594i,0.43241-0.44865i,-0.52743+0.98675i,0.13281-0.60879i,0.3851-0.33433i,-0.5455+0.96708i,0.19949-0.70205i,0.33206+0.16139i
0.3157-0.34806i,0.43276-0.40256i,-0.77947+0.77947i,0.40256-0.43276i,0.34806-0.3157i,-0.77556+0.77108i,0.48307-0.51063i,-0.10529-0.41023i
