Col0,Col1,Col2,Col3,Col4,Col5,Col6
2961.8,-2763.8,-1.5206e-11,2723.4,-2723.4,1.5305e-11,2763.8,-2961.8
1148.9+819.07i,215.93-1412.6i,-1380.3+694.78i,1384.1+1033.1i,-5.287-1727.2i,-1380.3+694.78i,1263.3+668.06i,26.509-1410.7i
1744.3-1102.6i,-317.66+2000.4i,-1403.9-1041.2i,1536.7-1479.7i,-969.94+1900i,-1403.9-1041.2i,1822.1-884.68i,-548.81+1989.2i
2821.4+616.88i,-2679.7-304.74i,50.372-290.3i,2994.3+1301i,-3257.5+216.23i,50.372-290.3i,2625.7+615.84i,-2864.2-369.67i
783.16+342.9i,632.19-733.43i,-1460.6+443.08i,669.69-529.14i,850.8+67.9i,-1460.6+443.08i,933.11+258.6i,460.67-720.21i
1903.9-930.67i,-811.28+1882.3i,-1034.5-1086.5i,1958.3+389.73i,293.17+1975.1i,-1034.5-1086.5i,1919.9-717.94i,-1023+1855.9i
1519.1+132.1i,-1131.5-922.62i,-306.51+856.64i,1530.8-1732.8i,-84.069-2310.6i,-306.51+856.64i,1460+4.6046i,-1258.1-861.57i
-6.2001+1912.6i,-516.85-1720.3i,560.08-69.079i,115.57+4344.4i,-943.48-4242.3i,560.08-69.079i,-83.366+1794.3i,-470.74-1853.8i
-40191+5667.2i,16054-37391i,22987+34403i,-41646-2711.5i,13432-39514i,22987+34403i,-40688+522.91i,20616-34963i
1.0394e+05+1.4549e+05i,-1.784e+05+7933.3i,87237-1.5399e+05i,86971+1.6056e+05i,-1.8243e+05+7944.2i,87237-1.5399e+05i,84910+1.571e+05i,-1.7823e+05-14358i
1.4067e+05-2.6356e+05i,1.4798e+05+2.5966e+05i,-2.9925e+05-14701i,1.6956e+05-2.4697e+05i,1.4453e+05+2.624e+05i,-2.9925e+05-14701i,1.7272e+05-2.439e+05i,1.1416e+05+2.7608e+05i
-2.5016e+05-6077.8i,1.3846e+05-2.0857e+05i,1.0177e+05+2.296e+05i,-2.4365e+05-35299i,1.3747e+05-2.0424e+05i,1.0177e+05+2.296e+05i,-2.4753e+05-37474i,1.6349e+05-1.8944e+05i
42694+88077i,-96843-12729i,61088-74436i,27364+91393i,-94975-9008.2i,61088-74436i,31378+92499i,-94714-24691i
5008.1-6025i,2952.8+7334.6i,-8172.5-1835.2i,9422.9-5141.6i,6319.9+8676.7i,-8172.5-1835.2i,5805.3-5367.9i,1951.3+7587.8i
1364.4-202.66i,-1201.3+475.98i,-77.008-307.43i,-1665.8+94.714i,1513.7-701.7i,-77.008-307.43i,1283.9-146.52i,-1298.8+464.46i
617.07-178.82i,393.42-669.21i,-1038.7+895.98i,3031.9-593.5i,1031.9-2912i,-1038.7+895.98i,719.69-290.97i,267.43-584.16i
-1093.6+1176.9i,-113.35-1567.9i,1215.1+503.3i,-3081.6+1164i,-1356-3002.1i,1215.1+503.3i,-1188.8+1028.5i,58.892-1605.5i
-1457.9-1072.6i,1170.7-1571.5i,203.34+2756.7i,311.47-1335.1i,-504-1275i,203.34+2756.7i,-1388.6-1382.7i,1284.7-1274.9i
554.07+44.119i,333.7-551.07i,-911.68+546.44i,-972.64-160.66i,-316.81+933.53i,-911.68+546.44i,643.31-34.522i,222.28-509.45i
-1412.2+937.64i,37.436-1685.7i,1372.1+868.89i,2.2364+865.75i,783.59-368.13i,1372.1+868.89i,-1507.9+754.59i,243.8-1677.6i
-895.43-1096.7i,1051.2-1165.6i,-231.04+2345.8i,-2134.7-1439.8i,2374.5-995.69i,-231.04+2345.8i,-803.56-1348.3i,1092.2-900.89i
429.37+403.85i,121.27-578.18i,-559.34+215.76i,1598.5+489.38i,855.74-1436.1i,-559.34+215.76i,478.14+346.96i,46.935-587.58i
-1374.3+517.74i,193.44-1470.1i,1167+1057.7i,-2400+70.566i,-165.02-2395.4i,1167+1057.7i,-1444.1+336.61i,380.54-1418.4i
-371.28-945.71i,821.34-833.54i,-508.91+1839i,604.69-736.59i,-139.97-942.67i,-508.91+1839i,-275.96-1137.2i,804.64-620.29i
232.72+609.48i,17.875-615.48i,-251.88+50.101i,-617.56+83.984i,-602.69+158.74i,-251.88+50.101i,252.05+561.79i,-18.233-652.15i
-1234.5+157.34i,295.13-1244.7i,918.22+1176.6i,-422.61+461.44i,550.3-297.82i,918.22+1176.6i,-1279.1-16.162i,452.58-1159.3i
-6.6938-729.53i,621.52-620.14i,-659.36+1394.1i,-704.01-1312.4i,1461.1-288.35i,-659.36+1394.1i,85.086-873.85i,568.18-457.63i
