Col0,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8
2.8485e-09,4.3074e-09,1.8627e-08,4.394e-08,7.9272e-08,1.5273e-07,2.207e-07,3.7326e-07,4.8235e-07
3.6232e-10,2.9942e-10,2.3029e-12,1.9789e-08,1.6921e-08,9.2779e-08,9.385e-08,2.5754e-07,2.682e-07
5.709e-10,9.6702e-10,3.3951e-09,4.7099e-10,2.0119e-09,1.2091e-08,7.1871e-09,8.6698e-08,7.2252e-08
5.4928e-10,5.3492e-11,8.7482e-10,8.3596e-09,1.5398e-08,5.4364e-09,1.1428e-08,2.9674e-09,1.9824e-10
5.1519e-10,2.454e-14,6.9992e-11,4.6614e-09,1.2039e-08,2.6355e-08,4.2104e-08,2.1136e-08,3.7612e-08
4.7608e-10,6.4277e-14,3.8436e-13,1.2339e-09,4.8648e-09,2.5264e-08,4.5579e-08,6.4437e-08,9.8082e-08
4.3321e-10,5.9183e-15,2.2787e-13,1.6886e-10,1.5948e-09,1.4575e-08,3.256e-08,7.5522e-08,1.2029e-07
3.8788e-10,6.7431e-15,1.0703e-15,6.9379e-12,2.9418e-10,6.6437e-09,1.827e-08,6.1887e-08,1.0839e-07
3.4142e-10,8.1747e-15,1.8143e-15,6.0852e-12,3.4233e-11,2.7669e-09,9.8781e-09,4.1464e-08,8.2843e-08
2.951e-10,9.4583e-15,7.646e-15,1.0109e-11,1.8795e-11,8.7086e-10,4.9562e-09,2.5715e-08,5.7256e-08
2.5013e-10,1.0513e-14,4.7804e-14,6.5083e-12,3.8433e-11,2.9548e-10,2.2061e-09,1.5852e-08,3.9379e-08
2.0754e-10,1.1272e-14,1.1299e-13,5.5565e-12,3.5622e-11,1.9836e-10,1.1206e-09,9.1763e-09,2.6711e-08
1.6821e-10,1.1689e-14,1.9201e-13,5.7805e-12,2.8867e-11,2.422e-10,8.1686e-10,5.1075e-09,1.7199e-08
1.328e-10,1.1741e-14,2.7417e-13,5.7307e-12,2.6202e-11,2.6222e-10,8.2452e-10,3.1524e-09,1.096e-08
1.0175e-10,1.1426e-14,3.499e-13,5.533e-12,2.599e-11,2.2621e-10,8.7297e-10,2.3717e-09,7.4261e-09
7.5307e-11,1.0768e-14,4.1133e-13,5.1725e-12,2.4329e-11,1.8966e-10,7.8362e-10,2.1441e-09,5.5959e-09
5.3481e-11,9.8111e-15,4.5271e-13,4.6724e-12,2.2032e-11,1.6197e-10,6.4074e-10,2.0789e-09,4.6563e-09
3.6103e-11,8.617e-15,4.7065e-13,4.0652e-12,1.9091e-11,1.4026e-10,5.0691e-10,1.8613e-09,4.0812e-09
2.2842e-11,7.2623e-15,4.642e-13,3.3895e-12,1.5732e-11,1.1533e-10,3.93e-10,1.4828e-09,3.4543e-09
1.324e-11,5.8318e-15,4.3474e-13,2.687e-12,1.2201e-11,9.0124e-11,2.9661e-10,1.0948e-09,2.6051e-09
6.7513e-12,4.413e-15,3.8573e-13,2.0006e-12,8.7531e-12,6.5998e-11,2.0672e-10,7.5472e-10,1.7406e-09
2.7821e-12,3.0903e-15,3.2228e-13,1.3705e-12,5.6326e-12,4.4199e-11,1.2871e-10,4.8103e-10,1.0193e-09
7.3188e-13,1.9395e-15,2.5068e-13,8.3231e-13,3.0564e-12,2.5929e-11,6.7353e-11,2.7221e-10,4.8489e-10
2.7801e-14,1.0227e-15,1.7783e-13,4.1455e-13,1.199e-12,1.2128e-11,2.4993e-11,1.1959e-10,1.5296e-10
1.5575e-13,3.8503e-16,1.106e-13,1.3689e-13,1.8106e-13,3.4139e-12,3.1621e-12,2.7712e-11,9.4196e-12
6.8412e-13,5.1558e-17,5.5358e-14,9.104e-15,6.1522e-14,4.6368e-14,1.9659e-12,1.3006e-13,3.6041e-11
1.2797e-12,2.6347e-17,1.7407e-14,3.0688e-14,8.3463e-13,1.9229e-12,2.0145e-11,3.422e-11,2.2012e-10
1.7152e-12,2.9273e-16,6.0907e-16,1.9118e-13,2.4315e-12,8.5937e-12,5.5193e-11,1.2369e-10,5.39e-10
1.8686e-12,8.1501e-16,7.107e-15,4.7112e-13,4.726e-12,1.9303e-11,1.0357e-10,2.5885e-10,9.6067e-10
1.7152e-12,1.5414e-15,3.7187e-14,8.437e-13,7.5449e-12,3.3049e-11,1.6095e-10,4.2727e-10,1.4489e-09
1.3132e-12,2.4082e-15,8.9289e-14,1.2767e-12,1.0681e-11,4.8662e-11,2.226e-10,6.1475e-10,1.9638e-09
7.8412e-13,3.3443e-15,1.6015e-13,1.7351e-12,1.3908e-11,6.4885e-11,2.8365e-10,8.0634e-10,2.4654e-09
2.9097e-13,4.2763e-15,2.4509e-13,2.1833e-12,1.6997e-11,8.047e-11,3.3947e-10,9.8736e-10,2.916e-09
1.4356e-14,5.134e-15,3.3837e-13,2.5876e-12,1.9733e-11,9.4258e-11,3.8598e-10,1.1445e-09,3.2831e-09
1.2978e-13,5.8548e-15,4.3365e-13,2.9189e-12,2.193e-11,1.0526e-10,4.1992e-10,1.2664e-09,3.5413e-09
7.8702e-13,6.388e-15,5.2444e-13,3.1541e-12,2.3442e-11,1.1272e-10,4.3904e-10,1.345e-09,3.6738e-09
2.0933e-12,6.698e-15,6.0463e-13,3.2778e-12,2.4173e-11,1.1615e-10,4.4221e-10,1.3753e-09,3.6734e-09
4.1014e-12,6.7661e-15,6.6888e-13,3.2829e-12,2.4083e-11,1.1539e-10,4.2949e-10,1.356e-09,3.5424e-09
6.8029e-12,6.5916e-15,7.1301e-13,3.1711e-12,2.3189e-11,1.1055e-10,4.0208e-10,1.2893e-09,3.2927e-09
1.0128e-11,6.191e-15,7.3428e-13,2.9524e-12,2.1565e-11,1.0206e-10,3.6218e-10,1.1809e-09,2.9438e-09
1.3948e-11,5.5965e-15,7.3154e-13,2.644e-12,1.9328e-11,9.057e-11,3.128e-10,1.0389e-09,2.5218e-09
1.8088e-11,4.8529e-15,7.0531e-13,2.2689e-12,1.6637e-11,7.6934e-11,2.5754e-10,8.7402e-10,2.0571e-09
2.2337e-11,4.0142e-15,6.5766e-13,1.8542e-12,1.3676e-11,6.2127e-11,2.0027e-10,6.9779e-10,1.582e-09
2.6468e-11,3.1394e-15,5.9203e-13,1.4288e-12,1.0641e-11,4.7172e-11,1.4488e-10,5.2234e-10,1.1284e-09
3.0248e-11,2.288e-15,5.1296e-13,1.0214e-12,7.7248e-12,3.3069e-11,9.4981e-11,3.5925e-10,7.2521e-10
3.3464e-11,1.5157e-15,4.2573e-13,6.583e-13,5.1065e-12,2.0717e-11,5.3657e-11,2.1878e-10,3.9691e-10
3.5931e-11,8.7039e-16,3.3592e-13,3.6167e-13,2.9355e-12,1.0856e-11,2.3249e-11,1.0918e-10,1.6145e-10
3.7511e-11,3.8927e-16,2.4907e-13,1.4811e-13,1.3239e-12,4.0195e-12,5.2151e-12,3.6134e-11,2.9368e-11
3.8117e-11,9.6076e-17,1.702e-13,2.7515e-14,3.3902e-13,4.9866e-13,5.8001e-14,2.4401e-12,3.2432e-12
3.7722e-11,8.7812e-21,1.0356e-13,2.6412e-15,3.5873e-16,3.3267e-13,7.3151e-12,7.9218e-12,7.7786e-11
3.636e-11,9.5489e-17,5.226e-14,6.9123e-14,2.7975e-13,3.3128e-12,2.5628e-11,4.953e-11,2.4051e-10
3.4119e-11,3.6307e-16,1.8166e-14,2.1604e-13,1.1052e-12,9.0068e-12,5.2875e-11,1.2167e-10,4.7291e-10
3.1139e-11,7.7133e-16,1.7761e-15,4.2694e-13,2.3679e-12,1.6798e-11,8.6353e-11,2.1672e-10,7.5206e-10
2.7593e-11,1.2796e-15,2.2601e-15,6.8126e-13,3.9317e-12,2.5939e-11,1.23e-10,3.2565e-10,1.0525e-09
2.3684e-11,1.8414e-15,1.758e-14,9.5599e-13,5.6439e-12,3.561e-11,1.5963e-10,4.3874e-10,1.3481e-09
