Col0,Col1,Col2,Col3,Col4,Col5,Col6
10.549,-9.9312,8.2531e-11,9.9312,-10.549,1.2482,8.9274
4.5103+0.1595i,5.1132-0.40346i,-4.8032+0.12989i,5.1275+0.12652i,4.4951-0.40303i,-4.7904+0.1629i,5.3829+0.092928i
10.533-0.31856i,-9.8871+0.82214i,-0.014977-0.2767i,9.918-0.24982i,-10.505+0.82013i,1.2297-0.34331i,8.918-0.17998i
4.5439+0.47673i,5.0251-1.2056i,-4.7733+0.38801i,5.1538+0.3782i,4.4073-1.2044i,-4.7534+0.48666i,5.4017+0.27782i
10.482-0.63358i,-9.7553+1.6348i,-0.059721-0.55008i,9.8788-0.4969i,-10.374+1.6308i,1.1743-0.68252i,8.8898-0.35804i
4.6108+0.78867i,4.8498-1.9935i,-4.714+0.64115i,5.2061+0.62578i,4.2326-1.9915i,-4.6799+0.80429i,5.4392+0.45982i
10.399-0.94156i,-9.5373+2.4284i,-0.13368-0.81683i,9.8138-0.73853i,-10.157+2.4226i,1.0828-1.0136i,8.8433-0.53225i
4.7102+1.0918i,4.5896-2.7578i,-4.6258+0.88606i,5.2838+0.86657i,3.9733-2.7551i,-4.5707+1.1118i,5.495+0.63704i
10.284-1.2391i,-9.2357+3.1939i,-0.23594-1.0738i,9.7239-0.97206i,-9.8563+3.1863i,0.95617-1.3326i,8.7789-0.70075i
4.841+1.3829i,4.2473-3.4895i,-4.5099+1.1196i,5.3862+1.098i,3.6322-3.4863i,-4.4272+1.4053i,5.5684+0.80763i
10.138-1.5228i,-8.854+3.9224i,-0.36522-1.3178i,9.6099-1.1949i,-9.4759+3.9133i,0.79607-1.6357i,8.6972-0.86173i
5.0017+1.6586i,3.8271-4.1798i,-4.3678+1.3387i,5.512+1.3175i,3.2134-4.1764i,-4.2512+1.6811i,5.6587+0.96983i
9.9637-1.7897i,-8.3968+4.6054i,-0.51994-1.546i,9.4732-1.4047i,-9.0202+4.595i,0.60443-1.9194i,8.5991-1.0135i
5.1907+1.9158i,3.3338-4.8207i,-4.2012+1.5406i,5.6599+1.5227i,2.7217-4.8173i,-4.0447+1.9358i,5.7649+1.1219i
9.7618-2.0366i,-7.8692+5.235i,-0.69817-1.7556i,9.3152-1.599i,-8.4944+5.2236i,0.38358-2.1802i,8.4856-1.1543i
5.4057+2.1518i,2.7732-5.4044i,-4.0122+1.7226i,5.8283+1.7114i,2.1628-5.4013i,-3.8104+2.166i,5.886+1.2624i
9.5351-2.261i,-7.2776+5.804i,-0.89771-1.9441i,9.1376-1.7758i,-7.9047+5.7919i,0.13622-2.4151i,8.358-1.2827i
