Col0,Col1,Col2,Col3,Col4,Col5,Col6,Col7
826320.907272524,0.7161726091779,82380.5833406083,8304576.84547628,0,8304576.84547628,99.0098037422583,682806241795.687
892857.102320413,0.529955402733868,88904.2681161584,8973163.88683902,0,8973163.88683902,99.0099730476096,797193805164.005
889853.772413594,0.0945709299161867,88584.5121517546,8942960.08705034,0,8941082.11878777,99.0099821541703,791839736278.705
910211.280104536,0.886524652527957,90602.97121717,9147543.41494921,0,9146378.70067249,99.0099867634194,828484574429.538
908188.41035011,0.876463133801236,90395.1914325875,9127207.34741914,0,9125574.91628648,99.0099875497389,824806188694.26
918632.432860509,0.417151445080562,91433.4418315572,9232167.53536239,0,9230902.59776498,99.0099889652382,843885546703.218
916986.525866894,0.196407061069919,91277.1759232083,9215633.84868444,0,9215275.70796455,99.0099874672151,840864288621.435
922681.164860299,0.171571024855796,91842.6226436722,9272863.09737132,0,9272548.41232212,99.0099886715607,851340531987.958
921379.531480548,0.094765643645256,91714.9182325352,9259783.63420164,0,9259783.63420164,99.0099876817472,848940241031.313
924087.763551288,0,91984.0483521246,9287000.69768467,0,9287000.69768467,99.0099884525265,853938194745.222
923007.92266227,0.0321286660008891,91875.4673991209,9276147.30415664,0,9276147.30415664,99.0099886918834,851943625297.318
923636.563398874,0,91938.2944475872,9282465.34851461,0,9282465.34851461,99.0099890522918,853104501247.283
922753.937461562,0,91845.6145559182,9273590.23994454,0,9273199.91503999,99.0099902340265,851474829100.816
921902.835667891,0,91760.6399734688,9265036.49351802,0,9264557.1140033,99.0099905499869,849904838412.498
921132.022038548,0,91683.6017403943,9257289.57377922,0,9256854.99623438,99.0099905754884,848484202024.825
919234.208489399,0,91494.7029955533,9238216.72949125,0,9237697.82311742,99.0099907755657,844991530057.132
918579.53862968,0,91434.1127183235,9231641.90925135,0,9231641.90925135,99.0099898426555,843788368789.115
915989.722644401,0,91177.2977511665,9205615.4586347,0,9205615.4586347,99.0099896645961,839037171990.168
915564.618788544,0,91134.497805672,9201342.71872102,0,9201342.71872102,99.0099897247517,838258571177.411
912600.651626954,0,90840.5017074063,9171556.14398159,0,9171556.14398159,99.0099895571906,832839949349.941
912364.712794879,0,90816.6481407319,9169184.61316262,0,9169184.61316262,99.0099896361737,832409369153.283
909290.870099582,0,90511.7367301137,9138293.81841011,0,9138293.81841011,99.0099893668052,826809886446.455
909249.081277093,0.0947710892796646,90507.3137447064,9137873.58334572,0,9137873.58334572,99.0099894646092,826733891803.238
906286.167115533,0,90213.4379159047,9108097.60336648,0,9108097.60336648,99.0099891523023,821354616704.963
906433.639052648,0,90227.9466406265,9109579.39367329,0,9109579.39367329,99.0099839286726,821621942006.227
903758.115956473,0,89962.6511782442,9082691.61759344,0,9082691.61759344,99.0099825260417,816778732157.194
904078.326358318,0,89994.4392952985,9085909.62143118,0,9085909.62143118,99.0099826702246,817357620190.857
901821.069416843,0,89770.7372765465,9063225.35864615,0,9063225.35864615,99.0099819773798,813281241244.138
902285.487456787,0,89816.954123414,9067892.70989611,0,9067892.70989611,99.0099820831276,814119100875.131
900531.356418324,0,89643.2815881571,9050264.76615168,0,9050264.76615168,99.0099813849511,810956723892.627
901100.088952254,0,89699.9471308288,9055980.53313976,0,9055980.53313976,99.0099814505713,811981370309.761
899888.889115914,0,89580.2584087667,9043808.94055798,0,9043808.94055798,99.0099807605765,809800012754.274
900512.395425961,0,89642.4323760841,9050075.2344518,0,9050075.2344518,99.0099807853085,810922574315.802
899841.508848926,0,89576.4609806591,9043333.67728303,0,9043333.67728303,99.0099801153216,809714741047.511
900463.116383358,0,89638.4928455161,9049580.93463126,0,9049580.93463126,99.0099800998244,810833823966.83
900291.764713499,0,89622.1749562849,9047859.58951757,0,9047859.58951757,99.0099794603453,810525261610.946
900850.694116172,0,89678.0043753121,9053476.97287241,0,9053476.97287241,99.009979407375,811531973089.589
901105.477052545,0,89704.0290086609,9056038.16877615,0,9056038.16877615,99.009978808216,811991080774.095
901540.141520411,0,89747.5132644337,9060406.72399063,0,9060406.72399063,99.0099787235789,812774626772.643
902123.846296709,0,89806.2008455636,9066273.47837366,0,9066273.47837366,99.0099781726342,813827434057.168
902380.361794044,0,89831.9690979352,9068851.66853078,0,9068851.66853078,99.0099780601211,814290317351.549
903182.89250573,0,89912.365874834,9076917.532512,0,9076917.532512,99.0099775580127,815739337315.017
903215.671568297,0,89915.8763676771,9077247.20371367,0,9077247.20371367,99.0099774198697,815798549366.569
904118.249567332,0,90006.165274203,9086318.46852651,0,9086318.46852651,99.0099769647,817429809200.696
903892.362470793,0,89983.9368603877,9084048.57597362,0,9084048.57597362,99.0099768039644,817021402933.031
904776.816577467,0,90072.361363855,9092937.63789256,0,9092937.63789256,99.0099763923069,818621087816.055
904271.442394058,0,90022.3171574014,9087858.92882973,0,9087858.92882973,99.0099762127093,817706841529.43
905028.636796612,0,90098.0199774181,9095468.98863017,0,9095468.98863017,99.0099758401258,819076833421.933
