Col0,Col1,Col2,Col3,Col4,Col5,Col6
97.537,-97.015,-1.6153e-14,97.015,-97.537,1.0464,96.436
78.016+25.503i,-53.348-61.934i,-11.562+17.42i,77.79+25.109i,-53.799-61.989i,-10.856+17.889i,77.509+24.713i
48.194+12.855i,24.874-43.533i,-37.423+15.771i,48.53+12.599i,24.457-43.471i,-37.296+16.071i,48.811+12.344i
51.536-19.218i,41.536+36.594i,-52.247-9.8935i,52.039-18.875i,40.942+36.73i,-52.189-10.19i,52.487-18.53i
71.997-22.122i,-19.72+72.543i,-30.068-29.339i,72.038-21.494i,-20.348+72.518i,-29.608-29.81i,72.023-20.867i
28.871-18.395i,-33.868-5.2406i,7.0584+32.844i,28.725-18.692i,-33.879-4.9094i,7.145+32.821i,28.533-18.988i
-124.82-219.21i,240.31-79.285i,-111.61+284.13i,-122.1-221.64i,240.64-75.652i,-114.53+282.96i,-119.41-224.04i
467.2+4441.3i,-4036-1910.3i,3628-2538.5i,411.65+4446.2i,-4012.4-1960.8i,3660-2492.2i,355.99+4450.4i
4600.7-8545.8i,5118.8+8246.4i,-9710.4+238.38i,4708-8487.6i,5014.5+8309.8i,-9712.7+116.77i,4814.5-8428i
-6106.7+3301.9i,244.1-6938i,5895+3707.7i,-6147.8+3224.8i,331.4-6934.3i,5847.9+3781.6i,-6188+3147.2i
1259.2+104.27i,-743.28+1021.4i,-502.15-1114.3i,1257.5+119.74i,-755.99+1012.4i,-487.95-1120.6i,1255.6+135.19i
77.087+24.258i,-80.536-1.1372i,5.0409-30.728i,76.678+24.654i,-80.797-1.6431i,5.8349-30.596i,76.213+25.049i
34.693-15.204i,12.602-36.107i,-23.622+25.429i,35.082-15.224i,12.611-35.718i,-23.562+25.483i,35.415-15.238i
27.264+29.158i,10.787-38.505i,13.472-3.2432i,27.128+29.378i,11.008-38.372i,13.62-2.6065i,26.934+29.592i
-21.434+45.191i,12.092-48.593i,60.421+22.038i,-22.034+44.967i,12.695-48.379i,60.024+23.094i,-22.682+44.729i
-51.347+6.8142i,21.085-47.566i,51.983+70.542i,-51.677+6.052i,21.715-47.026i,51.024+71.232i,-52.043+5.2829i
-27.089-35.454i,23.099-38.591i,3.8524+78.417i,-26.771-36.141i,23.484-37.938i,3.0496+78.446i,-26.493-36.82i
20.241-33.036i,19.137-34.074i,-22.55+37.886i,20.827-33.068i,19.388-33.544i,-22.674+37.809i,21.357-33.088i
37.926+6.1905i,18.566-33.943i,1.2796-0.61484i,38.102+6.7145i,18.865-33.479i,1.513-0.11673i,38.209+7.2396i
11.932+34.417i,20.558-30.373i,41.146+5.7169i,11.499+34.827i,20.863-29.86i,40.993+6.731i,11.003+35.224i
-22.571+19.985i,16.82-25.307i,46.87+41.445i,-23.058+19.792i,17.072-24.848i,46.145+42.244i,-23.591+19.585i
-22.629-18.327i,10.149-27.502i,15.421+57.787i,-22.502-18.789i,10.49-27.165i,14.719+57.964i,-22.417-19.247i
5.049-12.741i,3.9773-13.3i,-19.25+57.093i,4.8882-12.993i,3.6964-13.197i,-20.187+56.756i,4.6796-13.258i
-448.36+387.15i,-472.7+356.12i,-501.85+389.17i,-462.58+369.17i,-486.57+337.87i,-515.77+370.5i,-476.17+350.66i
2258.2-199.57i,2257-218.88i,2258.9-166.63i,2264.7-114.66i,2263-133.93i,2263.6-81.486i,2268-29.565i
-2186.3-1133.1i,-2150.1-1199.5i,-2114.3-1189.2i,-2141.6-1214.4i,-2103.8-1279.8i,-2067.6-1268.7i,-2094-1293.9i
376.28+718.77i,389.67+711.89i,397.02+776.83i,348.69+732.83i,362.11+726.02i,368.44+790.77i,320.53+745.85i
3.8416-27.82i,2.0165-28.064i,-4.2584+37.353i,4.3519-27.797i,2.5187-27.97i,-4.6285+37.302i,4.8029-27.758i
20.341-3.267i,-0.41771-20.497i,-22.369+26.585i,20.267-3.0927i,-0.25862-20.6i,-22.856+26.152i,20.132-2.9292i
-0.020418+21.535i,-11.788-17.467i,-25.555+7.496i,-0.48442+21.067i,-11.65-18.112i,-25.788+6.6176i,-0.97841+20.575i
