Col0,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8
1.0477e-07,1.6092e-07,7.055e-07,1.7064e-06,3.1543e-06,6.2545e-06,9.2464e-06,1.6075e-05,2.0985e-05
1.2827e-08,1.1491e-08,2.4791e-10,7.775e-07,7.0131e-07,3.8196e-06,3.9879e-06,1.1012e-05,1.152e-05
1.938e-08,3.5412e-08,1.2479e-07,1.3604e-08,6.2929e-08,5.3788e-07,3.3974e-07,3.7385e-06,3.0184e-06
1.7352e-08,1.9942e-09,3.3564e-08,3.0565e-07,5.7352e-07,1.8318e-07,4.2972e-07,1.3532e-07,9.3929e-10
1.4729e-08,2.1774e-13,3.2258e-09,1.7768e-07,4.7611e-07,1.0195e-06,1.7489e-06,9.1828e-07,1.9419e-06
1.1899e-08,4.605e-12,1.5325e-11,5.1019e-08,2.1287e-07,1.0507e-06,2.0516e-06,2.966e-06,5.1407e-06
9.0406e-09,1.4031e-12,1.4553e-10,9.0047e-09,8.4163e-08,6.7268e-07,1.6353e-06,3.7657e-06,6.7696e-06
6.3334e-09,1.7234e-12,1.1563e-10,1.1796e-09,2.5201e-08,3.6214e-07,1.0805e-06,3.4461e-06,6.7704e-06
3.9474e-09,2.0944e-12,1.3386e-10,1.2396e-09,9.1108e-09,1.9388e-07,7.1918e-07,2.6877e-06,5.924e-06
2.0325e-09,2.43e-12,1.8255e-10,1.686e-09,8.1887e-09,9.6086e-08,4.7587e-07,2.0124e-06,4.8391e-06
7.0902e-10,2.7089e-12,2.3473e-10,1.4743e-09,1.1048e-08,5.8527e-08,3.1219e-07,1.5322e-06,3.9661e-06
6.0085e-11,2.9137e-12,2.8531e-10,1.4433e-09,1.1237e-08,5.1682e-08,2.3275e-07,1.1483e-06,3.2384e-06
1.2649e-10,3.0315e-12,3.3104e-10,1.4955e-09,1.0742e-08,5.6777e-08,2.0566e-07,8.6499e-07,2.5814e-06
9.0407e-10,3.0549e-12,3.6907e-10,1.4918e-09,1.0469e-08,5.8436e-08,2.0296e-07,6.9551e-07,2.0546e-06
2.344e-09,2.9824e-12,3.97e-10,1.4442e-09,1.0277e-08,5.3824e-08,2.0004e-07,6.0421e-07,1.6744e-06
4.3557e-09,2.8186e-12,4.1308e-10,1.3531e-09,9.7076e-09,4.8071e-08,1.807e-07,5.5269e-07,1.404e-06
6.8128e-09,2.5738e-12,4.163e-10,1.224e-09,8.88e-09,4.2291e-08,1.5351e-07,5.0731e-07,1.1942e-06
9.5611e-09,2.2633e-12,4.0645e-10,1.0651e-09,7.8234e-09,3.6455e-08,1.2517e-07,4.3993e-07,1.0058e-06
1.2428e-08,1.9067e-12,3.8415e-10,8.8633e-10,6.605e-09,2.9902e-08,9.7835e-08,3.5313e-07,8.0641e-07
1.5232e-08,1.5264e-12,3.5081e-10,6.989e-10,5.3014e-09,2.3182e-08,7.238e-08,2.645e-07,5.895e-07
1.7799e-08,1.1462e-12,3.0852e-10,5.1463e-10,3.9945e-09,1.6702e-08,4.8815e-08,1.8293e-07,3.841e-07
