Col0,Col1,Col2,Col3,Col4,Col5,Col6
-28283,-3440.5,13838,5292.5,-5671.7,785.62,4829.8
-8062.6+30443i,1938-2477.3i,-9423.7-8668.1i,2419.1+1279.3i,50.764-2701.4i,-2473.5+1615.7i,2599.9+969.97i
28523+22023i,376+3255.9i,-5272.5+13685i,3489.2-1694.1i,-1050.9+3809.3i,-2363-2388.1i,3583.2-1250i
35134-16014i,-2970.9-1596.1i,21073-5354.5i,5028.1+1179.3i,-5484.9-707.89i,849.75-420.69i,4574.2+1158.7i
-591.68-37971i,2880.4-999.09i,-18884-17797i,1786.9+495.2i,882.15-1379.2i,-2732.2+982.78i,2045.8+325.96i
-38085-12072i,-1298.3+3001.6i,-13966+30332i,3676.4-1374.8i,-1958.9+3554i,-1577.2-2433.8i,3649.1-945.77i
-30108+39467i,-1467.9-2752.1i,48146+817.95i,2795.7+8.8175i,-2409.1-1649.9i,-214+1759.3i,2638.4-235.46i
25143+60055i,2652.9+396.73i,-27040-70973i,-159.64+3436i,-901.44-3549.9i,1125.7+368.28i,-304.89+3155.2i
69427+20153i,745.47-5558.5i,-73057+1.2636e+05i,-77915+1001.3i,39479-66953i,35607+70749i,-77638-8865.4i
92479-23889i,-33860-1268.6i,2.3115e+05-1.0958e+05i,1.626e+05+3.0083e+05i,-3.413e+05-27494i,2.0316e+05-2.7137e+05i,1.2359e+05+3.183e+05i
37851-1.4107e+05i,30236+51752i,-3.3821e+05-48503i,3.3074e+05-4.6706e+05i,2.1861e+05+5.2868e+05i,-5.6502e+05-99501i,3.8689e+05-4.2205e+05i
-1.0332e+05-66114i,23765-39826i,2.3482e+05+2.1384e+05i,-4.74e+05-71761i,3.1308e+05-3.6276e+05i,1.3849e+05+4.6051e+05i,-4.6149e+05-1.3075e+05i
-64824+15318i,-16855-4572.7i,-51440-2.089e+05i,60086+1.7713e+05i,-1.8137e+05-47281i,1.3428e+05-1.2646e+05i,37469+1.828e+05i
-35984+42397i,1074.4+4047.1i,-62081+1.0625e+05i,11117-10279i,3736.6+14530i,-15121-5292i,12468-8859i
11387+39764i,-2534.6-1231.6i,77640+10367i,2458.5-280.59i,-2487.2+889.4i,206.91-672.55i,2265.5-168.67i
28851+5341.1i,2548-997.86i,-14180-59822i,1378.2-557.19i,512.11-1118.6i,-1927+1756i,1552.9-763.17i
11168-19334i,-964.28+2104.6i,-41356+24941i,-2276.5+1969.5i,112.78-3074.4i,2155.6+1325.2i,-2422.9+1654.2i
-12605-15455i,-961.76-2550.2i,34062+30547i,-2659-2647.8i,2460.2-2441.3i,22.579+5264i,-2484.4-3199.9i
-16303+4092.8i,2500.4+457.58i,10819-37767i,1231.9-66.107i,425.65-975.56i,-1688+1111.6i,1383.4-215.66i
-2718.3+13512i,-1976.5+1126.6i,-32458-363.67i,-2887.5+1445i,466.86-3212.4i,2387.2+1997.6i,-3025.1+1071.7i
9190.4+4879.4i,398.72-2626.3i,10117+32234i,-1538.8-2581.8i,2091.4-1725.2i,-702.54+4430.6i,-1338.6-3022.9i
6467.9-6931.5i,1678.1+1577.4i,21217-20097i,915.61+664.41i,89.877-1125.2i,-1011.9+541.4i,994.56+545i
-4719.8-8149.4i,-2273.7-138.79i,-21136-13679i,-2765.3+644.59i,728.71-2716.2i,1984.4+2266.3i,-2855.3+287.57i
-8892.5+281.93i,1532.6-1959.3i,-6032.8+26522i,-528.44-2177.7i,1540.8-1187.8i,-1122.8+3450.6i,-337.58-2510i
-2778.4+7032i,450.98+2049.9i,22840-4978.5i,482.66+1075.8i,-34.916-1248.8i,-445.24+262.51i,512.06+967.5i
4320+3945.5i,-1827.6-1296.2i,-8752-19049i,-2449.5-30.949i,866.66-2219.9i,1520.7+2410i,-2496.4-362.7i
4350.5-3403i,2102.9-828.27i,-15616+16726i,162.93-1673.4i,1088-876.34i,-1328.9+2612.5i,336.12-1923.4i
-1829.9-5169.9i,-750.58+1787.9i,18427+6433.2i,30.069+1231.5i,-32.526-1319.7i,4.7877+182.8i,27.395+1123.8i
-5711.7-601.59i,-855.85-1969.9i,2437.1-18070i,-2039.1-547.7i,914.61-1790.2i,1058.9+2466.1i,-2049.4-852.68i
-2522.1+4039.6i,1974.2+361.35i,-18929+5653.9i,583.96-1146.5i,742.83-714.67i,-1380+1912.4i,736.07-1334.7i
2447.7+3227.9i,-1539.2+961.65i,10532+13046i,-383.78+1197.8i,34.931-1339.5i,346.34+237.64i,-406.09+1084.8i
3045.3-1661.2i,261.64-1982.6i,10462-12540i,-1579.6-906.32i,898.91-1431.8i,616.27+2440.7i,-1559.3-1183.8i
-594.7-3744.8i,1265.3+1218i,-16838-4165.9i,788.37-642.13i,490-646.71i,-1313.5+1335.2i,917.59-784.14i
-3779.3-837.9i,-1705.7-81.192i,1743.1+14597i,-722.75+1028.4i,130.04-1315i,583.39+380.82i,-755.23+906.85i
