Col0,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8
7.7056e-08,1.1835e-07,5.1887e-07,1.255e-06,2.3199e-06,4.5999e-06,6.8003e-06,1.1822e-05,1.5433e-05
9.4336e-09,8.451e-09,1.8233e-10,5.7182e-07,5.1578e-07,2.8091e-06,2.9329e-06,8.0987e-06,8.4722e-06
1.4253e-08,2.6044e-08,9.1778e-08,1.0005e-08,4.6282e-08,3.9559e-07,2.4986e-07,2.7495e-06,2.2199e-06
1.2762e-08,1.4667e-09,2.4685e-08,2.2479e-07,4.218e-07,1.3472e-07,3.1604e-07,9.9519e-08,6.9081e-10
1.0832e-08,1.6014e-13,2.3724e-09,1.3068e-07,3.5016e-07,7.4978e-07,1.2862e-06,6.7536e-07,1.4282e-06
8.7511e-09,3.3868e-12,1.1271e-11,3.7523e-08,1.5656e-07,7.7273e-07,1.5089e-06,2.1813e-06,3.7807e-06
6.649e-09,1.0319e-12,1.0703e-10,6.6226e-09,6.1898e-08,4.9473e-07,1.2027e-06,2.7695e-06,4.9788e-06
4.658e-09,1.2675e-12,8.5041e-11,8.6753e-10,1.8534e-08,2.6634e-07,7.9464e-07,2.5345e-06,4.9794e-06
2.9032e-09,1.5404e-12,9.845e-11,9.1169e-10,6.7006e-09,1.4259e-07,5.2892e-07,1.9767e-06,4.3568e-06
1.4948e-09,1.7871e-12,1.3426e-10,1.24e-09,6.0224e-09,7.0667e-08,3.4998e-07,1.48e-06,3.5589e-06
5.2145e-10,1.9923e-12,1.7264e-10,1.0843e-09,8.1252e-09,4.3044e-08,2.296e-07,1.1269e-06,2.9169e-06
4.419e-11,2.1429e-12,2.0983e-10,1.0615e-09,8.2643e-09,3.801e-08,1.7118e-07,8.4451e-07,2.3817e-06
9.3028e-11,2.2295e-12,2.4347e-10,1.0998e-09,7.9001e-09,4.1757e-08,1.5125e-07,6.3617e-07,1.8985e-06
6.649e-10,2.2468e-12,2.7144e-10,1.0971e-09,7.6992e-09,4.2977e-08,1.4927e-07,5.1152e-07,1.5111e-06
1.7239e-09,2.1934e-12,2.9198e-10,1.0622e-09,7.558e-09,3.9585e-08,1.4712e-07,4.4437e-07,1.2315e-06
3.2034e-09,2.073e-12,3.038e-10,9.9517e-10,7.1395e-09,3.5354e-08,1.329e-07,4.0648e-07,1.0326e-06
5.0106e-09,1.8929e-12,3.0617e-10,9.0023e-10,6.5309e-09,3.1103e-08,1.129e-07,3.7311e-07,8.7829e-07
7.0317e-09,1.6646e-12,2.9892e-10,7.8335e-10,5.7538e-09,2.6811e-08,9.2056e-08,3.2355e-07,7.3973e-07
9.14e-09,1.4023e-12,2.8253e-10,6.5185e-10,4.8577e-09,2.1992e-08,7.1953e-08,2.5971e-07,5.9308e-07
1.1203e-08,1.1226e-12,2.58e-10,5.1401e-10,3.899e-09,1.705e-08,5.3232e-08,1.9453e-07,4.3355e-07
1.3091e-08,8.4297e-13,2.269e-10,3.7849e-10,2.9378e-09,1.2283e-08,3.5902e-08,1.3454e-07,2.8249e-07
1.4685e-08,5.8106e-13,1.9117e-10,2.5379e-10,2.0346e-09,7.9817e-09,2.1078e-08,8.35e-08,1.5701e-07
1.5885e-08,3.533e-13,1.5305e-10,1.4776e-10,1.2461e-09,4.4145e-09,9.74e-09,4.3454e-08,6.5473e-08
1.6616e-08,1.74e-13,1.1495e-10,6.7055e-11,6.2183e-10,1.8058e-09,2.5645e-09,1.5581e-08,1.292e-08
1.6832e-08,5.4429e-14,7.9251e-11,1.675e-11,2.0108e-10,3.1964e-10,3.2175e-12,1.521e-09,8.1014e-10
1.6519e-08,2.0965e-15,4.8202e-11,4.6088e-15,1.024e-11,4.9281e-11,2.2167e-09,2.243e-09,2.8815e-08
1.5697e-08,2.0291e-14,2.3754e-11,1.7871e-11,6.1316e-11,1.0117e-09,9.0658e-09,1.7669e-08,9.5286e-08
1.4418e-08,1.0787e-13,7.4417e-12,6.9226e-11,3.5109e-10,3.1465e-09,2.012e-08,4.6827e-08,1.9601e-07
1.2762e-08,2.5933e-13,2.9059e-13,1.5084e-10,8.6137e-10,6.3196e-09,3.4685e-08,8.7885e-08,3.2455e-07
1.0832e-08,4.6516e-13,2.75e-12,2.5759e-10,1.5601e-09,1.0331e-08,5.1846e-08,1.3826e-07,4.7289e-07
8.7511e-09,7.1242e-13,1.4665e-11,3.8277e-10,2.4033e-09,1.493e-08,7.0524e-08,1.948e-07,6.3171e-07
6.649e-09,9.8557e-13,3.5288e-11,5.1851e-10,3.3381e-09,1.9826e-08,8.9545e-08,2.5393e-07,7.9103e-07
4.658e-09,1.2675e-12,6.3322e-11,6.5628e-10,4.3057e-09,2.4713e-08,1.0772e-07,3.1195e-07,9.4084e-07
2.9032e-09,1.5404e-12,9.7006e-11,7.8743e-10,5.2453e-09,2.9283e-08,1.2389e-07,3.6521e-07,1.0717e-06
1.4948e-09,1.7871e-12,1.3422e-10,9.0371e-10,6.0979e-09,3.3248e-08,1.3706e-07,4.1037e-07,1.1755e-06
5.2145e-10,1.9923e-12,1.7264e-10,9.9782e-10,6.8099e-09,3.6361e-08,1.4639e-07,4.4458e-07,1.2455e-06
4.419e-11,2.1429e-12,2.0983e-10,1.0638e-09,7.3365e-09,3.8424e-08,1.513e-07,4.657e-07,1.2776e-06
9.3028e-11,2.2295e-12,2.4347e-10,1.0976e-09,7.6447e-09,3.931e-08,1.5147e-07,4.724e-07,1.2695e-06
6.649e-10,2.2468e-12,2.7144e-10,1.0971e-09,7.7152e-09,3.8961e-08,1.469e-07,4.6426e-07,1.2218e-06
1.7239e-09,2.1934e-12,2.9198e-10,1.0622e-09,7.5434e-09,3.74e-08,1.3788e-07,4.4179e-07,1.1376e-06
3.2034e-09,2.073e-12,3.038e-10,9.9517e-10,7.1402e-09,3.4725e-08,1.2497e-07,4.0641e-07,1.0221e-06
5.0106e-09,1.8929e-12,3.0617e-10,9.0023e-10,6.5309e-09,3.1104e-08,1.0898e-07,3.6033e-07,8.8256e-07
7.0317e-09,1.6646e-12,2.9892e-10,7.8335e-10,5.7538e-09,2.6765e-08,9.0919e-08,3.0645e-07,7.2776e-07
9.14e-09,1.4023e-12,2.8253e-10,6.5185e-10,4.8577e-09,2.1979e-08,7.192e-08,2.4815e-07,5.6743e-07
1.1203e-08,1.1226e-12,2.58e-10,5.1401e-10,3.899e-09,1.7049e-08,5.3176e-08,1.8911e-07,4.1163e-07
1.3091e-08,8.4297e-13,2.269e-10,3.7849e-10,2.9378e-09,1.2283e-08,3.5866e-08,1.3303e-07,2.7017e-07
1.4685e-08,5.8106e-13,1.9117e-10,2.5379e-10,2.0346e-09,7.9817e-09,2.1078e-08,8.3426e-08,1.5192e-07
1.5885e-08,3.533e-13,1.5305e-10,1.4776e-10,1.2461e-09,4.4145e-09,9.7396e-09,4.3426e-08,6.432e-08
1.6616e-08,1.74e-13,1.1495e-10,6.7055e-11,6.2183e-10,1.8058e-09,2.5645e-09,1.5539e-08,1.2873e-08
1.6832e-08,5.4429e-14,7.9251e-11,1.675e-11,2.0108e-10,3.1964e-10,3.2175e-12,1.5175e-09,8.1126e-10
1.6519e-08,2.0965e-15,4.8202e-11,4.6088e-15,1.024e-11,4.9281e-11,2.2167e-09,2.2429e-09,2.8892e-08
1.5697e-08,2.0291e-14,2.3754e-11,1.7871e-11,6.1316e-11,1.0117e-09,9.0658e-09,1.7669e-08,9.5351e-08
1.4418e-08,1.0787e-13,7.4417e-12,6.9226e-11,3.5109e-10,3.1465e-09,2.012e-08,4.6827e-08,1.9601e-07
1.2762e-08,2.5933e-13,2.9059e-13,1.5084e-10,8.6137e-10,6.3196e-09,3.4685e-08,8.7885e-08,3.2455e-07
1.0832e-08,4.6516e-13,2.75e-12,2.5759e-10,1.5601e-09,1.0331e-08,5.1846e-08,1.3826e-07,4.7289e-07
8.7511e-09,7.1242e-13,1.4665e-11,3.8277e-10,2.4033e-09,1.493e-08,7.0524e-08,1.948e-07,6.3171e-07
6.649e-09,9.8557e-13,3.5288e-11,5.1851e-10,3.3381e-09,1.9826e-08,8.9545e-08,2.5393e-07,7.9103e-07
4.658e-09,1.2675e-12,6.3322e-11,6.5628e-10,4.3057e-09,2.4713e-08,1.0772e-07,3.1195e-07,9.4084e-07
2.9032e-09,1.5404e-12,9.7006e-11,7.8743e-10,5.2453e-09,2.9283e-08,1.2389e-07,3.6521e-07,1.0717e-06
1.4948e-09,1.7871e-12,1.3422e-10,9.0371e-10,6.0979e-09,3.3248e-08,1.3706e-07,4.1037e-07,1.1755e-06
5.2145e-10,1.9923e-12,1.7264e-10,9.9782e-10,6.8099e-09,3.6361e-08,1.4639e-07,4.4458e-07,1.2455e-06
4.419e-11,2.1429e-12,2.0983e-10,1.0638e-09,7.3365e-09,3.8424e-08,1.513e-07,4.657e-07,1.2776e-06
9.3028e-11,2.2295e-12,2.4347e-10,1.0976e-09,7.6447e-09,3.931e-08,1.5147e-07,4.724e-07,1.2695e-06
6.649e-10,2.2468e-12,2.7144e-10,1.0971e-09,7.7152e-09,3.8961e-08,1.469e-07,4.6426e-07,1.2218e-06
1.7239e-09,2.1934e-12,2.9198e-10,1.0622e-09,7.5434e-09,3.74e-08,1.3788e-07,4.4179e-07,1.1376e-06
3.2034e-09,2.073e-12,3.038e-10,9.9517e-10,7.1402e-09,3.4725e-08,1.2497e-07,4.0641e-07,1.0221e-06
5.0106e-09,1.8929e-12,3.0617e-10,9.0023e-10,6.5309e-09,3.1104e-08,1.0898e-07,3.6033e-07,8.8256e-07
7.0317e-09,1.6646e-12,2.9892e-10,7.8335e-10,5.7538e-09,2.6765e-08,9.0919e-08,3.0645e-07,7.2776e-07
9.14e-09,1.4023e-12,2.8253e-10,6.5185e-10,4.8577e-09,2.1979e-08,7.192e-08,2.4815e-07,5.6743e-07
1.1203e-08,1.1226e-12,2.58e-10,5.1401e-10,3.899e-09,1.7049e-08,5.3176e-08,1.8911e-07,4.1163e-07
1.3091e-08,8.4297e-13,2.269e-10,3.7849e-10,2.9378e-09,1.2283e-08,3.5866e-08,1.3303e-07,2.7017e-07
1.4685e-08,5.8106e-13,1.9117e-10,2.5379e-10,2.0346e-09,7.9817e-09,2.1078e-08,8.3426e-08,1.5192e-07
1.5885e-08,3.533e-13,1.5305e-10,1.4776e-10,1.2461e-09,4.4145e-09,9.7396e-09,4.3426e-08,6.432e-08
1.6616e-08,1.74e-13,1.1495e-10,6.7055e-11,6.2183e-10,1.8058e-09,2.5645e-09,1.5539e-08,1.2873e-08
1.6832e-08,5.4429e-14,7.9251e-11,1.675e-11,2.0108e-10,3.1964e-10,3.2175e-12,1.5175e-09,8.1126e-10
1.6519e-08,2.0965e-15,4.8202e-11,4.6088e-15,1.024e-11,4.9281e-11,2.2167e-09,2.2429e-09,2.8892e-08
1.5697e-08,2.0291e-14,2.3754e-11,1.7871e-11,6.1316e-11,1.0117e-09,9.0658e-09,1.7669e-08,9.5351e-08
1.4418e-08,1.0787e-13,7.4417e-12,6.9226e-11,3.5109e-10,3.1465e-09,2.012e-08,4.6827e-08,1.9601e-07
1.2762e-08,2.5933e-13,2.9059e-13,1.5084e-10,8.6137e-10,6.3196e-09,3.4685e-08,8.7885e-08,3.2455e-07
1.0832e-08,4.6516e-13,2.75e-12,2.5759e-10,1.5601e-09,1.0331e-08,5.1846e-08,1.3826e-07,4.7289e-07
8.7511e-09,7.1242e-13,1.4665e-11,3.8277e-10,2.4033e-09,1.493e-08,7.0524e-08,1.948e-07,6.3171e-07
6.649e-09,9.8557e-13,3.5288e-11,5.1851e-10,3.3381e-09,1.9826e-08,8.9545e-08,2.5393e-07,7.9103e-07
4.658e-09,1.2675e-12,6.3322e-11,6.5628e-10,4.3057e-09,2.4713e-08,1.0772e-07,3.1195e-07,9.4084e-07
2.9032e-09,1.5404e-12,9.7006e-11,7.8743e-10,5.2453e-09,2.9283e-08,1.2389e-07,3.6521e-07,1.0717e-06
1.4948e-09,1.7871e-12,1.3422e-10,9.0371e-10,6.0979e-09,3.3248e-08,1.3706e-07,4.1037e-07,1.1755e-06
5.2145e-10,1.9923e-12,1.7264e-10,9.9782e-10,6.8099e-09,3.6361e-08,1.4639e-07,4.4458e-07,1.2455e-06
4.419e-11,2.1429e-12,2.0983e-10,1.0638e-09,7.3365e-09,3.8424e-08,1.513e-07,4.657e-07,1.2776e-06
9.3028e-11,2.2295e-12,2.4347e-10,1.0976e-09,7.6447e-09,3.931e-08,1.5147e-07,4.724e-07,1.2695e-06
6.649e-10,2.2468e-12,2.7144e-10,1.0971e-09,7.7152e-09,3.8961e-08,1.469e-07,4.6426e-07,1.2218e-06
1.7239e-09,2.1934e-12,2.9198e-10,1.0622e-09,7.5434e-09,3.74e-08,1.3788e-07,4.4179e-07,1.1376e-06
3.2034e-09,2.073e-12,3.038e-10,9.9517e-10,7.1402e-09,3.4725e-08,1.2497e-07,4.0641e-07,1.0221e-06
5.0106e-09,1.8929e-12,3.0617e-10,9.0023e-10,6.5309e-09,3.1104e-08,1.0898e-07,3.6033e-07,8.8256e-07
7.0317e-09,1.6646e-12,2.9892e-10,7.8335e-10,5.7538e-09,2.6765e-08,9.0919e-08,3.0645e-07,7.2776e-07
9.14e-09,1.4023e-12,2.8253e-10,6.5185e-10,4.8577e-09,2.1979e-08,7.192e-08,2.4815e-07,5.6743e-07
1.1203e-08,1.1226e-12,2.58e-10,5.1401e-10,3.899e-09,1.7049e-08,5.3176e-08,1.8911e-07,4.1163e-07
1.3091e-08,8.4297e-13,2.269e-10,3.7849e-10,2.9378e-09,1.2283e-08,3.5866e-08,1.3303e-07,2.7017e-07
1.4685e-08,5.8106e-13,1.9117e-10,2.5379e-10,2.0346e-09,7.9817e-09,2.1078e-08,8.3426e-08,1.5192e-07
1.5885e-08,3.533e-13,1.5305e-10,1.4776e-10,1.2461e-09,4.4145e-09,9.7396e-09,4.3426e-08,6.432e-08
1.6616e-08,1.74e-13,1.1495e-10,6.7055e-11,6.2183e-10,1.8058e-09,2.5645e-09,1.5539e-08,1.2873e-08
1.6832e-08,5.4429e-14,7.9251e-11,1.675e-11,2.0108e-10,3.1964e-10,3.2175e-12,1.5175e-09,8.1126e-10
1.6519e-08,2.0965e-15,4.8202e-11,4.6088e-15,1.024e-11,4.9281e-11,2.2167e-09,2.2429e-09,2.8892e-08
1.5697e-08,2.0291e-14,2.3754e-11,1.7871e-11,6.1316e-11,1.0117e-09,9.0658e-09,1.7669e-08,9.5351e-08
1.4418e-08,1.0787e-13,7.4417e-12,6.9226e-11,3.5109e-10,3.1465e-09,2.012e-08,4.6827e-08,1.9601e-07
1.2762e-08,2.5933e-13,2.9059e-13,1.5084e-10,8.6137e-10,6.3196e-09,3.4685e-08,8.7885e-08,3.2455e-07
1.0832e-08,4.6516e-13,2.75e-12,2.5759e-10,1.5601e-09,1.0331e-08,5.1846e-08,1.3826e-07,4.7289e-07
8.7511e-09,7.1242e-13,1.4665e-11,3.8277e-10,2.4033e-09,1.493e-08,7.0524e-08,1.948e-07,6.3171e-07
6.649e-09,9.8557e-13,3.5288e-11,5.1851e-10,3.3381e-09,1.9826e-08,8.9545e-08,2.5393e-07,7.9103e-07
4.658e-09,1.2675e-12,6.3322e-11,6.5628e-10,4.3057e-09,2.4713e-08,1.0772e-07,3.1195e-07,9.4084e-07
2.9032e-09,1.5404e-12,9.7006e-11,7.8743e-10,5.2453e-09,2.9283e-08,1.2389e-07,3.6521e-07,1.0717e-06
1.4948e-09,1.7871e-12,1.3422e-10,9.0371e-10,6.0979e-09,3.3248e-08,1.3706e-07,4.1037e-07,1.1755e-06
5.2145e-10,1.9923e-12,1.7264e-10,9.9782e-10,6.8099e-09,3.6361e-08,1.4639e-07,4.4458e-07,1.2455e-06
4.419e-11,2.1429e-12,2.0983e-10,1.0638e-09,7.3365e-09,3.8424e-08,1.513e-07,4.657e-07,1.2776e-06
9.3028e-11,2.2295e-12,2.4347e-10,1.0976e-09,7.6447e-09,3.931e-08,1.5147e-07,4.724e-07,1.2695e-06
6.649e-10,2.2468e-12,2.7144e-10,1.0971e-09,7.7152e-09,3.8961e-08,1.469e-07,4.6426e-07,1.2218e-06
1.7239e-09,2.1934e-12,2.9198e-10,1.0622e-09,7.5434e-09,3.74e-08,1.3788e-07,4.4179e-07,1.1376e-06
3.2034e-09,2.073e-12,3.038e-10,9.9517e-10,7.1402e-09,3.4725e-08,1.2497e-07,4.0641e-07,1.0221e-06
5.0106e-09,1.8929e-12,3.0617e-10,9.0023e-10,6.5309e-09,3.1104e-08,1.0898e-07,3.6033e-07,8.8256e-07
7.0317e-09,1.6646e-12,2.9892e-10,7.8335e-10,5.7538e-09,2.6765e-08,9.0919e-08,3.0645e-07,7.2776e-07
9.14e-09,1.4023e-12,2.8253e-10,6.5185e-10,4.8577e-09,2.1979e-08,7.192e-08,2.4815e-07,5.6743e-07
1.1203e-08,1.1226e-12,2.58e-10,5.1401e-10,3.899e-09,1.7049e-08,5.3176e-08,1.8911e-07,4.1163e-07
1.3091e-08,8.4297e-13,2.269e-10,3.7849e-10,2.9378e-09,1.2283e-08,3.5866e-08,1.3303e-07,2.7017e-07
