Col0,Col1,Col2,Col3,Col4,Col5,Col6
1393.8,1806.9,-2.8366e-11,-1806.9,-1393.8,193.06,1186.9
540.65+385.44i,-3066.1-1856.3i,2769.8-1394.2i,-335.45+3568.5i,12.475-663.86i,-607.84+397.05i,638.92+238.36i
820.83-518.88i,3081.9+3079.6i,-2580-1913.5i,3841.6+2055.2i,-258.26+936.11i,-580.69-586.87i,880.56-307.19i
1327.7+290.3i,-4299.3-2932.3i,477.64-2752.7i,5035.8-1312.5i,-1347.9-173.96i,208.82-103.38i,1124.1+284.75i
368.54+161.36i,2692.1+2997.7i,-4906.7+1488.4i,572.99-3988.2i,216.78-338.92i,-671.43+241.51i,502.76+80.104i
895.95-437.96i,-1739-3237.4i,-818.27-859.46i,-3148.2-1895.8i,-481.4+873.38i,-387.58-598.1i,896.75-232.42i
714.85+62.162i,-271.6+4911.2i,-2214.6+6189.5i,-2905.7+3968.7i,-592.02-405.45i,-52.591+432.33i,648.38-57.863i
-2.9177+900.05i,196.7-7742.6i,2498.8-308.19i,2072.1+7462.7i,-221.53-872.37i,276.63+90.503i,-74.926+775.38i
-18914+2666.9i,7131.1-9092i,19131+28631i,-11129+3108.9i,9701.8-16453i,8750.4+17386i,-19079-2178.6i
48915+68467i,-84258-5810.4i,59277-1.0464e+05i,48301+69283i,-83874-6756.5i,49926-66687i,30371+78222i
66199-1.2403e+05i,71042+1.3186e+05i,-1.899e+05-9329.4i,83625-1.2426e+05i,53723+1.2992e+05i,-1.3885e+05-24452i,95078-1.0372e+05i
-1.1772e+05-2860.2i,62795-1.0698e+05i,65408+1.4756e+05i,-1.2144e+05-25316i,76938-89146i,34034+1.1317e+05i,-1.1341e+05-32132i
20091+41448i,-42808+1319.7i,44085-53718i,7057.1+42243i,-44571-11619i,32999-31077i,9207.8+44923i
2356.8-2835.3i,-1079.8-2142.3i,-8861.1-1989.8i,-1892.1+1475i,918.25+3570.7i,-3715.9-1300.5i,3064-2177i
642.08-95.369i,1085.8+4338i,-987.53-3942.4i,1087.3+4337.6i,-611.22+218.57i,50.848-165.28i,556.73-41.449i
290.39-84.151i,-476.38-3394.6i,-2712.8+2340i,3287.9+969.3i,125.85-274.9i,-473.54+431.52i,381.63-187.54i
-514.64+553.83i,-222.82+1706.7i,-476.25-197.27i,1049.3-1364.4i,27.714-755.52i,529.73+325.67i,-595.4+406.52i
-686.07-504.74i,1230.1-2751.1i,268.18+3635.7i,-1620.5-2540.8i,604.58-599.94i,5.5487+1293.6i,-610.53-786.36i
260.74+20.762i,-739.46+1330.1i,-107.53+64.449i,-1521.6+25.146i,104.6-239.74i,-414.83+273.16i,339.95-52.997i
-664.59+441.24i,974.08-1894.2i,1887.8+1195.4i,-1295.9+1690.4i,114.73-789.44i,586.64+490.9i,-743.41+263.36i
-421.38-516.07i,-487.45+43.343i,-4.0707+41.331i,469.63+137.61i,513.96-423.95i,-172.65+1088.8i,-328.95-742.87i
202.06+190.05i,1068.8-432.12i,223.67-86.28i,1082.1-397.59i,22.087-276.51i,-248.68+133.05i,244.41+133.93i
-646.73+243.64i,-914.87-822.6i,-283.3-256.77i,-908.31-829.83i,179.08-667.5i,487.65+556.93i,-701.67+70.67i
-174.72-445.04i,1295.2-101.23i,-302.25+1092.2i,-1058.9-752.72i,378.66-291.9i,-275.93+847.97i,-82.96-616.83i
109.52+286.82i,-699.43-672.49i,-868.66+172.79i,-388.84+888.96i,-8.5804-306.89i,-109.42+64.51i,125.84+237.76i
-580.94+74.04i,588.36-121.06i,828.2+1061.2i,-260.39+541.31i,212.98-545.54i,373.71+592.24i,-613.47-89.131i
-3.15-343.31i,86.505-841.45i,-415.5+878.5i,595.57-600.68i,267.38-215.36i,-326.58+642.01i,82.599-472.66i
7.9299+324.32i,19.986+303.37i,684.28-16.798i,5.0765-303.98i,-7.9932-324.32i,1.1766+44.921i,6.7323+276.18i
-490.65-57.526i,250.61-1084.4i,214.24+400.81i,-1040.9-394.07i,224.76-439.92i,260.23+606.04i,-503.64-209.54i
103.86-231.04i,54.203+268.62i,-75.158+106.72i,-271.18+39.461i,182.55-175.63i,-339.13+469.96i,180.89-328i
-87.34+317.49i,237.69-661.1i,-358.37-53.159i,35.545+701.63i,8.5841-329.18i,85.112+58.398i,-99.795+266.59i
-387.03-151.02i,-149.64-207.78i,160.78+486.68i,-3.5855-256.03i,220.9-351.86i,151.45+599.79i,-383.2-290.91i
158.93-120.41i,554.33-279.8i,-654.92+654.92i,279.8-554.33i,120.41-158.93i,-322.78+328.12i,225.49-192.7i
-166.83+278.59i,-406.13-301.55i,340.69+112.55i,-505.84+0.27449i,31.958-323.14i,143.36+93.584i,-185.59+222.85i
-278.77-208.39i,550.44-285.44i,126.94+855.77i,-609.6-113.37i,206.27-280.34i,50.869+574.39i,-260.79-335.2i
172.89-20.12i,-169.49-299.29i,-9.8748+6.9546i,224.7+260.41i,77.19-156.01i,-284.73+214.61i,227.94-73.981i
-224.94+218.23i,211.32-99.112i,227.76+121.74i,34.994+230.77i,56.48-308.27i,176.77+141.37i,-245.92+156.77i
-173.56-232.81i,66.228-553.3i,-5.0866+207.21i,-38.999-555.88i,184.77-224.02i,-37.883+531.63i,-144.17-345.7i
155.53+63.536i,131.52+134.23i,-401.29+189.8i,-20.325-186.82i,49.55-160.53i,-231.59+128.52i,198.63+22.799i
-259.04+145.96i,41.419-572.64i,68.175+53.205i,-545.42+179.32i,78.647-286.74i,186.78+193.98i,-278.81+78.858i
-78.04-228.67i,106.28-6.67i,-149.38+750.98i,-95.641-46.835i,159.61-181.4i,-111.49+474.48i,-40.129-327.08i
116+126.4i,181.13-330.07i,-166.7+46.133i,325.05+189.99i,34.509-168.06i,-169.7+68.919i,147.36+94.198i
-268.97+70.358i,-124.63-160.53i,364.77+402.46i,-147.54-139.77i,96.383-260.78i,175.77+244.78i,-284.74-1.5445i
2.4328-201.39i,367.71-272.22i,-100.81+261.34i,-89.642-448.64i,133.44-150.86i,-167.38+406.89i,45.927-285.19i
62.979+166.42i,-176.28-129.17i,5.9915-0.59011i,-147.7+161.08i,29.302-175.5i,-105.18+34.27i,83.414+138.78i
-256.63-1.1984i,264.82-242.37i,54.988+86.835i,-332.33+135.77i,108.64-232.5i,147.12+288.3i,-266.3-76.45i
64.092-157.2i,-17.504-240.66i,-221.79+370.03i,220.5-98.01i,108.42-130.63i,-204.06+333.49i,110.26-226.76i
4.4766+183.48i,146.74-40.069i,-220.71-16.281i,139.27+61.166i,31.35-180.84i,-43.602+22.153i,15.376+157.1i
-225.58-62.732i,5.1626-397.52i,186.79+450.95i,-284.74-277.44i,115.15-203.87i,105.06+320.38i,-227.73-139.47i
104.9-102.67i,166.96+23.465i,-269.17+312.04i,-47.709-161.71i,86.166-118.83i,-221.31+259.18i,151-158.92i
-52.44+179.3i,17.973-324.68i,192.68+48.264i,-137.2+294.82i,38.274-182.85i,10.222+29.216i,-49.228+151.54i
-180.55-109.89i,62.415-83.458i,63.76+283.93i,-92.105-48.759i,116.23-176.53i,54.379+338.31i,-174.5-186.02i
124.59-44.338i,180.54-237.08i,-123.11+101.03i,267.75-130.82i,67.792-113.55i,-220.2+188.74i,168.19-88.715i
-101.93+157.09i,-84.912-85.276i,-60.556-26.843i,-120.21-5.6476i,47.939-181.02i,52.526+51.301i,-104.23+126.04i
-126.97-140.06i,235.28-255.47i,15.091+307.17i,-259.19-231.18i,112.63-151.83i,0.11212+340.88i,-112.75-213.47i
124.54+11.777i,-45.775-88.006i,-339.18+192.14i,51.952+84.507i,53.926-112.88i,-203.04+126.42i,163.66-22.603i
-139.64+121.17i,151.6-162.66i,147.92+98.839i,-92.268+202.3i,58.511-175.38i,80.793+83.692i,-145.09+85.689i
-70.466-152.39i,6.9135-222.54i,-52.959+429.38i,47.367-217.55i,105.38-130.7i,-52.858+328.32i,-48.736-221.14i
107.57+60.552i,153.05-28.631i,-63.599+22.756i,136.47-74.962i,44.741-115.05i,-173.1+75.657i,140.77+33.974i
-162.81+76.581i,-23.064-271.97i,119.25+113.53i,-272.77-9.6915i,68.5-166.37i,93.856+121.44i,-169.08+36.233i
-16.376-147.7i,147.77-47.505i,-57.675+190.13i,-96.472-121.59i,95.676-113.71i,-100.15+302.21i,11.649-210.15i
77.594+98.077i,47.841-207.71i,-205.52+35.661i,115.02+179.45i,40.017-118.48i,-134.42+38.775i,104.04+76.932i
-170.37+28.565i,25.693-77.224i,68.21+91.971i,-81.357+2.17i,76.791-154.74i,91.908+159.7i,-175.28-16.4i
30.673-128.23i,159.27-214.44i,-184.87+367.28i,77.368-255.67i,84.725-101.03i,-138.19+265.21i,63.366-183.19i
39.212+121.86i,-27.96-40.43i,-86.32-4.2953e-11i,-27.96+40.43i,39.212-121.86i,-91.368+16.879i,58.703+103.77i
