Col0,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8
2.1966e-08,3.3738e-08,1.4791e-07,3.5775e-07,6.613e-07,1.3113e-06,1.9385e-06,3.3701e-06,4.3995e-06
2.6891e-09,2.409e-09,5.1974e-11,1.63e-07,1.4703e-07,8.0078e-07,8.3606e-07,2.3086e-06,2.4151e-06
4.063e-09,7.4241e-09,2.6162e-08,2.8521e-09,1.3193e-08,1.1277e-07,7.1226e-08,7.8378e-07,6.328e-07
3.6378e-09,4.1808e-10,7.0366e-09,6.408e-08,1.2024e-07,3.8404e-08,9.009e-08,2.8369e-08,1.9692e-10
3.0878e-09,4.5649e-14,6.7628e-10,3.725e-08,9.9815e-08,2.1373e-07,3.6665e-07,1.9252e-07,4.0713e-07
2.4946e-09,9.6543e-13,3.213e-12,1.0696e-08,4.4628e-08,2.2027e-07,4.3013e-07,6.2182e-07,1.0777e-06
1.8954e-09,2.9415e-13,3.051e-11,1.8878e-09,1.7645e-08,1.4103e-07,3.4284e-07,7.8947e-07,1.4192e-06
1.3278e-09,3.613e-13,2.4242e-11,2.473e-10,5.2834e-09,7.5923e-08,2.2652e-07,7.2248e-07,1.4194e-06
8.2758e-10,4.391e-13,2.8064e-11,2.5989e-10,1.9101e-09,4.0646e-08,1.5078e-07,5.6348e-07,1.242e-06
4.2612e-10,5.0944e-13,3.8272e-11,3.5348e-10,1.7167e-09,2.0144e-08,9.9765e-08,4.219e-07,1.0145e-06
1.4865e-10,5.6792e-13,4.9212e-11,3.0909e-10,2.3162e-09,1.227e-08,6.545e-08,3.2122e-07,8.3149e-07
1.2597e-11,6.1086e-13,5.9814e-11,3.0258e-10,2.3558e-09,1.0835e-08,4.8797e-08,2.4074e-07,6.7892e-07
2.6519e-11,6.3555e-13,6.9403e-11,3.1352e-10,2.252e-09,1.1903e-08,4.3117e-08,1.8135e-07,5.4118e-07
1.8954e-10,6.4046e-13,7.7376e-11,3.1275e-10,2.1947e-09,1.2251e-08,4.2551e-08,1.4581e-07,4.3074e-07
4.9141e-10,6.2526e-13,8.3232e-11,3.0279e-10,2.1545e-09,1.1284e-08,4.1939e-08,1.2667e-07,3.5104e-07
9.1317e-10,5.9092e-13,8.6602e-11,2.8368e-10,2.0352e-09,1.0078e-08,3.7884e-08,1.1587e-07,2.9434e-07
1.4283e-09,5.3959e-13,8.7276e-11,2.5662e-10,1.8617e-09,8.8662e-09,3.2182e-08,1.0636e-07,2.5036e-07
2.0045e-09,4.745e-13,8.5211e-11,2.233e-10,1.6402e-09,7.6428e-09,2.6242e-08,9.223e-08,2.1087e-07
2.6054e-09,3.9974e-13,8.0537e-11,1.8582e-10,1.3847e-09,6.269e-09,2.0511e-08,7.4034e-08,1.6906e-07
3.1935e-09,3.2e-13,7.3547e-11,1.4652e-10,1.1114e-09,4.8601e-09,1.5174e-08,5.5453e-08,1.2359e-07
3.7316e-09,2.403e-13,6.468e-11,1.0789e-10,8.3745e-10,3.5015e-09,1.0234e-08,3.8352e-08,8.0525e-08
4.186e-09,1.6564e-13,5.4494e-11,7.2345e-11,5.7998e-10,2.2752e-09,6.0085e-09,2.3803e-08,4.4757e-08
4.5282e-09,1.0071e-13,4.3629e-11,4.212e-11,3.5521e-10,1.2584e-09,2.7765e-09,1.2387e-08,1.8664e-08
4.7366e-09,4.9601e-14,3.2767e-11,1.9115e-11,1.7726e-10,5.1477e-10,7.3103e-10,4.4415e-09,3.6831e-09
4.7981e-09,1.5516e-14,2.2591e-11,4.7748e-12,5.7319e-11,9.1117e-11,9.1718e-13,4.3357e-10,2.3094e-10
4.709e-09,5.9763e-16,1.3741e-11,1.3138e-15,2.9192e-12,1.4048e-11,6.3189e-10,6.3939e-10,8.2139e-09
4.4747e-09,5.7843e-15,6.7713e-12,5.0942e-12,1.7479e-11,2.8841e-10,2.5843e-09,5.0367e-09,2.7162e-08
