Col0,Col1,Col2,Col3,Col4,Col5,Col6
204.21,68.714,-109.83,-104.97,-56.623,7.8432,48.218
-123.38+17.029i,91.76-159.44i,65.561-3.7997i,-23.072+178.02i,0.5068-26.969i,-24.694+16.13i,25.956+9.6836i
174.26-18.572i,-58.648-77.709i,-135.55+10.798i,186.37+108.59i,-10.492+38.03i,-23.591-23.841i,35.773-12.48i
-86.384-2.1704i,-219.19-37.885i,90.228-59.915i,243.18-69.592i,-54.758-7.0672i,8.4834-4.1999i,45.666+11.568i
165.89+36.714i,-88.513+95.551i,-131.33+78.37i,24.637-203.76i,8.8068-13.769i,-27.277+9.8115i,20.424+3.2542i
-141.08-60.351i,21.092+234.21i,60.609-124.06i,-169.04-92.838i,-19.557+35.481i,-15.745-24.298i,36.43-9.442i
247.14+41.817i,171.09+68.264i,-84.717+158.51i,-154.53+201.52i,-24.051-16.471i,-2.1365+17.563i,26.341-2.3507i
-262.45+26.187i,233.05-147.25i,49.349-177.2i,105.62+370.39i,-8.9995-35.44i,11.238+3.6767i,-3.0439+31.5i
-475.02+62.242i,590.16-1345.9i,696.3+1180.9i,-370.67+155.37i,394.14-668.41i,355.48+706.31i,-775.09-88.507i
1692.6+2901.9i,-5202.5-86.958i,2384.4-4589.2i,2047+2767.5i,-3407.4-274.48i,2028.2-2709.2i,1233.8+3177.8i
2947.3-5231.6i,3972.7+7255i,-8402.4-311.33i,3421.1-5144.6i,2182.5+5278i,-5640.8-993.36i,3862.5-4213.5i
-4971.8+125.7i,3654.7-5961.8i,2718.7+6560i,-4983.7-1106.5i,3125.6-3621.6i,1382.6+4597.5i,-4607.3-1305.3i
923.55+1430.7i,-2986.6-174.8i,1925.6-2190.7i,208.4+1703.1i,-1810.7-472.03i,1340.6-1262.5i,374.07+1825i
60.627+111.69i,51.606+443.27i,-350.67+52.384i,-123.83+100.56i,37.304+145.06i,-150.96-52.832i,124.47-88.443i
16.378-181.27i,66.563+163.41i,51.319-123.14i,49.079+220.97i,-24.831+8.8793i,2.0657-6.7143i,22.617-1.6839i
34.692+122.06i,138.15+0.43002i,-38.153+120.13i,163.52+50.613i,5.1126-11.168i,-19.238+17.531i,15.504-7.619i
-34.648-65.495i,56.809-111.18i,24.102-51.325i,58.964-74.2i,1.1259-30.693i,21.52+13.23i,-24.188+16.515i
-29.682+50.025i,5.4228-111.73i,16.759+124.7i,-75.653-122.42i,24.561-24.373i,0.22541+52.553i,-24.803-31.946i
21.254-66.289i,-60.88-23.855i,-32.82-23.861i,-80.345+1.4419i,4.2494-9.7394i,-16.852+11.097i,13.811-2.153i
-35.885+84.42i,-48.105+0.71697i,48.253+66.119i,-58.598+82.235i,4.6609-32.071i,23.832+19.943i,-30.201+10.699i
-15.607-81.073i,32.55+27.446i,-25.393+26.859i,27.689+13.432i,20.88-17.223i,-7.0138+44.233i,-13.363-30.179i
11.395+54.771i,39.734+12.221i,13.392+37.708i,52.667-21.848i,0.89728-11.233i,-10.103+5.405i,9.9291+5.4409i
-26.654-22.98i,34.877-53.846i,0.26418+13.275i,-39.223-43.749i,7.275-27.117i,19.811+22.625i,-28.505+2.871i
-15.316+6.1505i,19.772-49.954i,13.392+57.217i,-52.455-32.789i,15.383-11.858i,-11.209+34.449i,-3.3702-25.059i
20.918-11.861i,-29.633-25.67i,-25.705+1.7708i,-20.95+42.458i,-0.34858-12.468i,-4.445+2.6207i,5.1121+9.659i
-42.53+30.416i,-20.284-14.941i,38.251+36.126i,-7.1096+27.566i,8.6522-22.163i,15.182+24.06i,-24.922-3.621i
14.769-43.793i,12.227+15.837i,-31.181+32.932i,29.837-26.327i,10.862-8.7488i,-13.267+26.082i,3.3556-19.202i
-8.1846+39.937i,15.528+3.5372i,17.571+7.5011i,0.18274-18.51i,-0.32472-13.175i,0.047798+1.8249i,0.2735+11.22i
-14.749-21.261i,27.97-30.447i,-3.0032+33.759i,-47.767-18.644i,9.1309-17.872i,10.572+24.62i,-20.46-8.5127i
-3.2136+1.4969i,14.718-27.01i,0.49539+22.542i,-15.228+4.8654i,7.416-7.1349i,-13.777+19.092i,7.3485-13.325i
9.645+5.7448i,-16.321-25.215i,-8.8264+12.99i,2.7629+32.64i,0.34873-13.373i,3.4577+2.3724i,-4.0542+10.83i
-33.515+2.6061i,-8.2898-14.375i,18.659+24.172i,3.7603-10.74i,8.9742-14.294i,6.1525+24.367i,-15.567-11.818i
