Col0,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8
8.8691e-08,1.3622e-07,5.9721e-07,1.4445e-06,2.6702e-06,5.2945e-06,7.8272e-06,1.3608e-05,1.7764e-05
1.0858e-08,9.727e-09,2.0986e-10,6.5816e-07,5.9366e-07,3.2333e-06,3.3758e-06,9.3216e-06,9.7515e-06
1.6405e-08,2.9977e-08,1.0564e-07,1.1516e-08,5.327e-08,4.5532e-07,2.8759e-07,3.1647e-06,2.5551e-06
1.4689e-08,1.6881e-09,2.8412e-08,2.5874e-07,4.8549e-07,1.5506e-07,3.6376e-07,1.1455e-07,7.9512e-10
1.2468e-08,1.8432e-13,2.7306e-09,1.5041e-07,4.0303e-07,8.63e-07,1.4804e-06,7.7733e-07,1.6439e-06
1.0072e-08,3.8981e-12,1.2973e-11,4.3188e-08,1.802e-07,8.8941e-07,1.7367e-06,2.5107e-06,4.3516e-06
7.6529e-09,1.1877e-12,1.2319e-10,7.6225e-09,7.1244e-08,5.6943e-07,1.3843e-06,3.1877e-06,5.7305e-06
5.3613e-09,1.4588e-12,9.7882e-11,9.9852e-10,2.1333e-08,3.0656e-07,9.1463e-07,2.9172e-06,5.7312e-06
3.3415e-09,1.773e-12,1.1332e-10,1.0493e-09,7.7124e-09,1.6412e-07,6.0879e-07,2.2752e-06,5.0147e-06
1.7206e-09,2.057e-12,1.5453e-10,1.4272e-09,6.9318e-09,8.1338e-08,4.0282e-07,1.7035e-06,4.0963e-06
6.0019e-10,2.2931e-12,1.987e-10,1.248e-09,9.3521e-09,4.9544e-08,2.6427e-07,1.297e-06,3.3573e-06
5.0862e-11,2.4665e-12,2.4151e-10,1.2217e-09,9.5122e-09,4.3749e-08,1.9703e-07,9.7203e-07,2.7413e-06
1.0708e-10,2.5662e-12,2.8023e-10,1.2659e-09,9.093e-09,4.8062e-08,1.7409e-07,7.3222e-07,2.1852e-06
7.653e-10,2.586e-12,3.1242e-10,1.2628e-09,8.8618e-09,4.9467e-08,1.7181e-07,5.8875e-07,1.7392e-06
1.9842e-09,2.5246e-12,3.3607e-10,1.2226e-09,8.6992e-09,4.5562e-08,1.6934e-07,5.1147e-07,1.4174e-06
3.6871e-09,2.386e-12,3.4968e-10,1.1454e-09,8.2175e-09,4.0693e-08,1.5296e-07,4.6786e-07,1.1885e-06
5.7671e-09,2.1787e-12,3.524e-10,1.0362e-09,7.517e-09,3.5799e-08,1.2994e-07,4.2944e-07,1.0109e-06
8.0935e-09,1.9159e-12,3.4406e-10,9.0163e-10,6.6226e-09,3.086e-08,1.0596e-07,3.724e-07,8.5143e-07
1.052e-08,1.614e-12,3.2519e-10,7.5028e-10,5.5912e-09,2.5312e-08,8.2818e-08,2.9893e-07,6.8264e-07
1.2894e-08,1.2921e-12,2.9696e-10,5.9163e-10,4.4877e-09,1.9624e-08,6.127e-08,2.239e-07,4.9902e-07
1.5067e-08,9.7025e-13,2.6116e-10,4.3564e-10,3.3814e-09,1.4138e-08,4.1323e-08,1.5485e-07,3.2514e-07
1.6902e-08,6.688e-13,2.2003e-10,2.9211e-10,2.3418e-09,9.1869e-09,2.4261e-08,9.6108e-08,1.8072e-07
1.8284e-08,4.0665e-13,1.7616e-10,1.7007e-10,1.4342e-09,5.081e-09,1.1211e-08,5.0015e-08,7.5359e-08
1.9125e-08,2.0028e-13,1.3231e-10,7.718e-11,7.1573e-10,2.0785e-09,2.9517e-09,1.7933e-08,1.4871e-08
1.9374e-08,6.2648e-14,9.1217e-11,1.9279e-11,2.3144e-10,3.6791e-10,3.7033e-12,1.7506e-09,9.3247e-10
1.9014e-08,2.4131e-15,5.5481e-11,5.3047e-15,1.1787e-11,5.6722e-11,2.5514e-09,2.5817e-09,3.3166e-08
1.8068e-08,2.3355e-14,2.7341e-11,2.0569e-11,7.0575e-11,1.1645e-09,1.0435e-08,2.0337e-08,1.0967e-07
1.6595e-08,1.2416e-13,8.5653e-12,7.9679e-11,4.0411e-10,3.6217e-09,2.3158e-08,5.3898e-08,2.256e-07
1.4689e-08,2.9849e-13,3.3447e-13,1.7362e-10,9.9143e-10,7.2738e-09,3.9923e-08,1.0116e-07,3.7355e-07
1.2468e-08,5.3539e-13,3.1652e-12,2.9649e-10,1.7956e-09,1.1891e-08,5.9675e-08,1.5914e-07,5.443e-07
1.0072e-08,8.1999e-13,1.688e-11,4.4057e-10,2.7662e-09,1.7184e-08,8.1173e-08,2.2421e-07,7.271e-07
7.6529e-09,1.1344e-12,4.0616e-11,5.968e-10,3.8421e-09,2.282e-08,1.0307e-07,2.9227e-07,9.1048e-07
5.3613e-09,1.4588e-12,7.2883e-11,7.5538e-10,4.9558e-09,2.8445e-08,1.2398e-07,3.5905e-07,1.0829e-06
3.3415e-09,1.773e-12,1.1165e-10,9.0633e-10,6.0373e-09,3.3704e-08,1.426e-07,4.2036e-07,1.2336e-06
1.7206e-09,2.057e-12,1.5449e-10,1.0402e-09,7.0186e-09,3.8269e-08,1.5775e-07,4.7233e-07,1.353e-06
