Col0,Col1,Col2,Col3,Col4,Col5,Col6
-26330,-2520.3,8.6895e-12,2520.3,-2428.4,-180.59,2602.4
551.14+28716i,67.614-152.88i,-239.42+120.52i,163.07+36.764i,82.302-155.94i,-242.37+113.48i,151.23+46.596i
30135-1120.9i,4.2964+1663.9i,-1658.3-1229.9i,1593.5-478.88i,122.96+1691.3i,-1711.9-1150.7i,1526.5-582.59i
-42945-9307.8i,34912+29512i,8200.8-47262i,-42814+16025i,33051+31822i,10969-46686i,-43620+13160i
1.0444e+05+1.1474e+05i,36248-1.7016e+05i,-1.6702e+05+50665i,1.2468e+05+1.2135e+05i,46892-1.6758e+05i,-1.6986e+05+40121i,1.1677e+05+1.2893e+05i
68146-2.3305e+05i,-2.5936e+05+69902i,1.8351e+05+1.9275e+05i,82544-2.5562e+05i,-2.6304e+05+53540i,1.709e+05+2.0403e+05i,98380-2.5013e+05i
-1.7447e+05+44218i,1.3582e+05+1.5479e+05i,69920-1.9541e+05i,-2.0319e+05+33491i,1.2586e+05+1.6314e+05i,81928-1.9068e+05i,-2.0479e+05+20579i
43298+29253i,26802-65940i,-71429+8810i,42021+57452i,30942-64165i,-71834+4371.8i,38270+59953i
-21652-901.59i,-4326.1+1530.7i,1303.9+1951.4i,3069.7-3411i,-4261.6+1335.1i,1036.4+2124.6i,3263.1-3382.2i
3438.6+24069i,-922.61-352.66i,151.33-267.14i,776.81+610.05i,-899.79-320.65i,90.147-301.1i,812.93+610.76i
22261-4037.1i,-166.76+1238.3i,219.35+10.776i,-44.586-1248.7i,-176.39+1192.3i,214.54+99.855i,-30.319-1288.5i
-2314.8-20130i,260.49+996.82i,-855.37-1929.7i,563.66+862.43i,312.28+1098.7i,-864.54-1921.1i,520.71+752.24i
-21631+3147.7i,289.25+1751.4i,1541.1-1877.9i,-1774.1+57.98i,168.27+1822i,1612-1813.5i,-1721.4-74.689i
3146.5+17299i,-323.24+1187.2i,111.95+25.139i,215.38-1211.4i,-319.47+1142.1i,92.432+111.02i,230.41-1249i
17203-1744.8i,409.94+952.64i,-516.32-2061.3i,87.54+1033.4i,431.97+1065.6i,-503.75-2060.1i,53.394+919.33i
