Col0,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8
7.8445e-08,1.2049e-07,5.2822e-07,1.2776e-06,2.3617e-06,4.6829e-06,6.9229e-06,1.2036e-05,1.5712e-05
9.6037e-09,8.6033e-09,1.8561e-10,5.8213e-07,5.2508e-07,2.8598e-06,2.9858e-06,8.2447e-06,8.625e-06
1.451e-08,2.6514e-08,9.3433e-08,1.0185e-08,4.7116e-08,4.0272e-07,2.5437e-07,2.7991e-06,2.2599e-06
1.2992e-08,1.4931e-09,2.513e-08,2.2885e-07,4.294e-07,1.3715e-07,3.2174e-07,1.0131e-07,7.0326e-10
1.1027e-08,1.6303e-13,2.4152e-09,1.3303e-07,3.5647e-07,7.633e-07,1.3094e-06,6.8753e-07,1.454e-06
8.9088e-09,3.4478e-12,1.1474e-11,3.8199e-08,1.5938e-07,7.8666e-07,1.5361e-06,2.2207e-06,3.8489e-06
6.7688e-09,1.0505e-12,1.0896e-10,6.7419e-09,6.3014e-08,5.0365e-07,1.2244e-06,2.8194e-06,5.0685e-06
4.7419e-09,1.2903e-12,8.6574e-11,8.8317e-10,1.8869e-08,2.7114e-07,8.0896e-07,2.5802e-06,5.0691e-06
2.9555e-09,1.5681e-12,1.0023e-10,9.2812e-10,6.8214e-09,1.4516e-07,5.3846e-07,2.0123e-06,4.4354e-06
1.5218e-09,1.8194e-12,1.3668e-10,1.2624e-09,6.131e-09,7.1941e-08,3.5629e-07,1.5067e-06,3.6231e-06
5.3086e-10,2.0282e-12,1.7575e-10,1.1038e-09,8.2717e-09,4.382e-08,2.3374e-07,1.1472e-06,2.9695e-06
4.4987e-11,2.1815e-12,2.1361e-10,1.0806e-09,8.4133e-09,3.8695e-08,1.7427e-07,8.5974e-07,2.4246e-06
9.4706e-11,2.2697e-12,2.4786e-10,1.1197e-09,8.0426e-09,4.251e-08,1.5398e-07,6.4763e-07,1.9327e-06
6.7689e-10,2.2873e-12,2.7633e-10,1.1169e-09,7.838e-09,4.3752e-08,1.5196e-07,5.2074e-07,1.5383e-06
