Col0,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8
2.6055e-09,3.9268e-09,1.6934e-08,3.974e-08,7.1379e-08,1.3675e-07,1.9713e-07,3.3184e-07,4.3015e-07
3.3407e-10,2.7146e-10,1.5733e-12,1.7863e-08,1.5143e-08,8.3121e-08,8.3969e-08,2.3018e-07,2.4174e-07
5.3088e-10,8.8508e-10,3.1021e-09,4.4718e-10,1.8693e-09,1.0756e-08,6.4928e-09,7.8234e-08,6.7183e-08
5.1797e-10,4.8699e-11,7.9045e-10,7.6296e-09,1.3936e-08,4.9254e-09,9.969e-09,2.9664e-09,4.763e-10
4.9476e-10,3.0351e-14,5.9984e-11,4.2065e-09,1.0724e-08,2.3486e-08,3.6543e-08,1.7509e-08,2.9232e-08
4.6764e-10,4.5029e-14,8.2842e-13,1.0852e-09,4.1975e-09,2.2091e-08,3.8748e-08,5.3848e-08,7.8083e-08
4.3722e-10,1.4646e-15,7.3376e-15,1.3548e-10,1.289e-09,1.2331e-08,2.6728e-08,6.1862e-08,9.4201e-08
4.042e-10,1.5213e-15,1.4894e-13,2.676e-12,1.9192e-10,5.3002e-09,1.4142e-08,4.8913e-08,8.2048e-08
3.6927e-10,1.8975e-15,2.4646e-13,1.971e-12,8.2147e-12,1.9945e-09,7.0337e-09,3.1003e-08,5.9681e-08
3.3319e-10,2.2698e-15,1.6172e-13,4.1414e-12,1.6872e-12,4.9632e-10,3.1011e-09,1.7818e-08,3.8568e-08
2.9667e-10,2.6221e-15,8.8512e-14,1.9789e-12,9.1402e-12,1.0729e-10,1.0995e-09,9.9929e-09,2.4604e-08
2.6043e-10,2.9395e-15,3.8441e-14,1.4811e-12,7.8767e-12,5.4656e-11,4.1745e-10,5.0685e-09,1.5339e-08
2.2512e-10,3.2085e-15,9.7983e-15,1.6397e-12,5.3074e-12,8.0046e-11,2.6235e-10,2.3517e-09,8.8973e-09
1.9134e-10,3.4177e-15,5.0543e-17,1.7201e-12,4.79e-12,9.6497e-11,2.8983e-10,1.2177e-09,5.0657e-09
1.5961e-10,3.5586e-15,6.2108e-15,1.7808e-12,5.5453e-12,8.3257e-11,3.5191e-10,8.5672e-10,3.1736e-09
1.3036e-10,3.6255e-15,2.4991e-14,1.8046e-12,5.9425e-12,7.1188e-11,3.3997e-10,8.3384e-10,2.3973e-09
1.0393e-10,3.6162e-15,5.2957e-14,1.7906e-12,6.2591e-12,6.5195e-11,2.9729e-10,9.2791e-10,2.1839e-09
8.0555e-11,3.5315e-15,8.668e-14,1.7395e-12,6.3976e-12,6.3429e-11,2.5947e-10,9.4274e-10,2.2178e-09
6.0356e-11,3.3757e-15,1.2288e-13,1.6539e-12,6.3568e-12,5.9712e-11,2.3168e-10,8.4892e-10,2.2199e-09
4.3367e-11,3.1558e-15,1.5857e-13,1.5375e-12,6.1422e-12,5.5101e-11,2.1108e-10,7.3107e-10,2.018e-09
2.9528e-11,2.8816e-15,1.9113e-13,1.3956e-12,5.7679e-12,4.9716e-11,1.871e-10,6.2045e-10,1.714e-09
1.8692e-11,2.565e-15,2.1842e-13,1.2343e-12,5.2566e-12,4.3686e-11,1.6093e-10,5.2643e-10,1.4067e-09
1.0639e-11,2.2196e-15,2.3886e-13,1.0603e-12,4.6372e-12,3.7258e-11,1.3436e-10,4.4544e-10,1.1204e-09
5.0921e-12,1.8596e-15,2.5139e-13,8.809e-13,3.9441e-12,3.0697e-11,1.0797e-10,3.6479e-10,8.7264e-10
1.7279e-12,1.5e-15,2.5556e-13,7.0344e-13,3.2146e-12,2.4267e-11,8.2813e-11,2.8494e-10,6.6022e-10
1.9489e-13,1.155e-15,2.5143e-13,5.3488e-13,2.4872e-12,1.822e-11,5.982e-11,2.111e-10,4.7133e-10
1.2775e-13,8.3799e-16,2.3958e-13,3.8169e-13,1.7998e-12,1.2785e-11,3.9813e-11,1.4569e-10,3.0631e-10
1.1621e-12,5.6065e-16,2.2099e-13,2.4944e-13,1.1873e-12,8.1539e-12,2.3457e-11,9.0681e-11,1.7382e-10
2.9482e-12,3.3265e-16,1.9702e-13,1.4262e-13,6.8011e-13,4.4815e-12,1.1236e-11,4.7851e-11,7.7803e-11
5.1629e-12,1.6116e-16,1.6923e-13,6.4455e-14,3.0288e-13,1.8732e-12,3.4354e-12,1.8363e-11,1.9759e-11
7.5194e-12,5.0568e-17,1.3935e-13,1.6794e-14,7.3026e-14,3.8351e-13,1.3321e-13,2.7439e-12,1.174e-14
