Col0,Col1,Col2,Col3,Col4,Col5,Col6
9080.9,-8473.7,1.5741e-09,8473.7,-34945,27157,7732.9
6973.8+3122.8i,-4986.7-5205.2i,-1629.7+2455.3i,6733.2+2573.9i,22304-14423i,-45395-6276.5i,6386.5+1984.4i
3289.7+2335.3i,1221.1-3987.4i,-4598.2+1937.8i,3706.6+1910.7i,-20631+20907i,19874+57189i,4065.1+1456i
2644.8-1382.6i,2573.8+2244.9i,-5403-1023.1i,3216.4-1148.4i,6390-27325i,19868-42056i,3737.2-896.16i
5861.5-3378.6i,-2590+5962.4i,-3085.9-3011.1i,5897-2735.6i,1729.3+31433i,-22565+13225i,5839.6-2049.5i
8928.2-1142.3i,-7981.7+2692.4i,-374.58-1743i,8383.1-824.54i,-22282-22911i,36600-26550i,7705.8-493.72i
8005.4+2541.5i,-7020.4-3516.6i,-481.98+1227i,7536.9+2201.6i,20397+13554i,-56304-17318i,6949.5+1827i
4238.6+3057i,-866.09-5014i,-3310.4+2316.3i,4413.7+2531.8i,-31992-4447.8i,10256+51489i,4519.3+1966.6i
2352.3-266.78i,2971.5+122.12i,-5536.7+135.92i,2961.9-267.77i,26733-9695.8i,-887.79-26826i,3524.8-264.54i
4749.3-3285.6i,-218.71+5715.7i,-4514.9-2839.7i,5057.1-2672.6i,-23458+23458i,-11019+37240i,5285.2-2017.4i
8475.7-2200.9i,-6580.4+5002.1i,-1423.8-3159.6i,8106.3-1616.1i,5336.9-25615i,52057-32974i,7608.9-1005.8i
8879.5+1667.1i,-8359.5-1106.6i,78.947-481.24i,8274.9+1622.3i,-3182.6+29589i,-45499-24995i,7539.7+1551.9i
5436+3484.2i,-3361.6-5093i,-1833.5+1973.7i,5326.5+2977.9i,-18448-27676i,13951+27359i,5133+2424.5i
2455.7+936.04i,2328.8-1985.7i,-4951.3+1191.9i,2977.3+708.35i,23146+17027i,-27790-30516i,3452+469.49i
3726.6-2830.1i,1734.1+4541.7i,-5584.9-2037.1i,4251-2358.7i,-31358-3131.9i,-18976+56043i,4708.4-1850.1i
7743-3087.7i,-4485+6599.9i,-2936.6-3985.1i,7632-2329.2i,25138-4559.5i,50476-23069i,7400.7-1534i
